"","X.1","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"7023",7023,7118,88,2023-08-05,"Envigado - E.S.E. Santa Gertrudis",13.283785,0.084873873,0.374883898,4.59e-10,2.4e-09,9.47e-10,4.11e-09,1.66e-09,4.78e-10,1.26e-09,2.64e-10,627.9816001,21.73249287,2249.119504,831.0257871,80955.86844,80733.21018,81115.24183,124.5480978,286.2511686,283.581889,288.2522662,1.3411953,294.254138,287.2962941,302.8819721,5.322482095,0.119254557,-0.560294722,1.061677515,0.573550731,-1.214276444,-1.5913653,-0.728942683,0.246747682,2.38e-05,0,0.000350842,7.44e-05,1581,6
"7024",7024,7119,88,2023-08-08,"Envigado - E.S.E. Santa Gertrudis",11.07118958,0.076681272,0.374883898,5.26e-10,1.71e-09,5.93e-10,4.51e-09,8.96e-10,6.81e-10,1.45e-09,3.14e-10,747.0812333,32.94689214,2364.821778,945.5754564,81086.82574,80790.30979,81244.541,137.0368727,285.8006344,280.5036452,288.6939175,2.625665282,293.9242605,286.9573836,302.1606026,5.459262878,0.082175108,-0.651344504,1.013715636,0.533139127,-1.392213417,-2.497437319,-0.321584987,0.604885241,0.000107342,0,0.002047806,0.000424904,1581,2
"7025",7025,7120,88,2023-08-11,"Envigado - E.S.E. Santa Gertrudis",9.611905833,0.183773286,0.374883898,3.73e-10,2.12e-09,7.21e-10,2.76e-09,1e-09,8.51e-10,4.4e-09,8.81e-10,531.086393,21.04970006,1929.824704,666.9854972,80938.6458,80646.84157,81087.19916,132.8546882,287.6192019,285.1323259,288.6326981,1.004337269,293.2926677,287.1857306,299.5789435,3.9417118,0.363877324,-0.298729139,1.396536189,0.565927967,-0.782652118,-1.224374068,0.097830968,0.350351073,8.02e-05,2.98e-07,0.000400122,0.000123073,1581,5
"7029",7029,7124,88,2023-08-28,"Envigado - E.S.E. Santa Gertrudis",14.19141583,0.04205481,0.374883898,4.56e-10,9.5e-10,3.34e-10,3.56e-09,1.3e-09,5.62e-10,2.09e-09,4.55e-10,581.1655416,25.93997991,1975.348022,746.6760688,80951.90187,80765.28633,81102.71779,110.2271941,286.7408136,284.6839082,287.7441634,0.99427858,293.634438,287.0954511,301.3209875,5.014339198,0.092841966,-0.823151009,1.21156653,0.684760146,-1.083015603,-1.568735711,-0.451367803,0.271381456,2.69e-05,9.87e-09,0.000257264,6.61e-05,1581,1
"7030",7030,7125,88,2023-08-30,"Envigado - E.S.E. Santa Gertrudis",13.24692625,0.116893298,0.374883898,3.76e-10,1.11e-09,4.06e-10,3.56e-09,1.18e-09,5.82e-10,3.22e-09,7.23e-10,591.2276992,30.66535553,2300.907226,816.358554,80932.79054,80684.57296,81094.90391,132.9011304,287.1784901,284.7802504,288.2869472,0.976448392,294.0915097,287.7372156,302.2183242,5.090539222,0.10402156,-0.621240925,1.446103948,0.73909764,-1.095858963,-1.586715922,-0.424636591,0.283101826,2.93e-05,0,0.000533624,0.000109361,1581,3
"7031",7031,7126,88,2023-09-10,"Envigado - E.S.E. Santa Gertrudis",11.23161417,0.289371113,0.332561826,4.72e-10,1.4e-09,5.04e-10,3.13e-09,4.78e-10,8.03e-10,2.01e-09,4.21e-10,355.9259018,18.21715742,1319.128015,450.7888729,80949.66228,80746.99865,81128.16132,107.9116349,288.2681988,286.797836,289.6504938,0.740170771,292.2604579,287.9786007,298.5192588,3.638141504,0.097678629,-0.313228909,1.301456727,0.433734735,-0.505872948,-0.858646425,0.107258768,0.264336985,0.00027973,2.05e-06,0.002610078,0.000597596,1581,7
"7033",7033,7128,88,2023-09-16,"Envigado - E.S.E. Santa Gertrudis",13.40693478,0.216567828,0.332561826,3.8e-10,9.15e-10,3.27e-10,2.95e-09,8.84e-10,5.87e-10,1.78e-09,4.2e-10,704.2135008,23.54584038,2132.318912,858.0197863,80915.85474,80635.46945,81104.76665,147.2184632,286.3219557,282.0026627,288.6267259,1.836099684,293.2410206,285.9711644,301.5536897,5.345730834,0.155065842,-0.491485564,1.070443572,0.538446527,-1.168250904,-1.58141894,-0.454313404,0.249437032,0.000112804,7.56e-09,0.001308591,0.000351309,1581,6
"7034",7034,7129,88,2023-09-18,"Envigado - E.S.E. Santa Gertrudis",13.03566375,0.180733776,0.332561826,5.23e-10,6.88e-10,2.6e-10,3.93e-09,1.09e-09,8.74e-10,1.84e-09,4.25e-10,580.1285295,22.14806609,2008.76017,762.6705927,80862.5302,80651.55806,81028.14192,123.3560144,286.9119684,284.4292771,289.196317,1.223799914,292.9673005,286.3590667,300.0025171,4.770658046,0.237967516,-0.411227851,1.433460075,0.639751,-0.856409891,-1.781133047,-0.056904016,0.503663013,3.93e-05,4.95e-13,0.000333159,8.81e-05,1581,1
"7035",7035,7130,88,2023-09-21,"Envigado - E.S.E. Santa Gertrudis",14.52272,0.045006347,0.332561826,4.76e-10,1.62e-09,5.77e-10,3.96e-09,8.77e-10,8.76e-10,5.56e-09,1.16e-09,722.6935783,23.08209239,2396.626365,919.2216025,80853.98654,80599.68237,81054.14527,136.0813153,284.8111532,280.3419011,286.5695276,1.75551411,293.5754175,285.4891204,302.4241114,5.845091092,0.147540123,-0.602858266,1.016814057,0.473141846,-1.073036457,-1.650910292,-0.755525281,0.198499723,1.73e-06,0,1.3e-05,2.94e-06,1581,4
"7036",7036,7131,88,2023-09-30,"Envigado - E.S.E. Santa Gertrudis",15.16984458,0.257095438,0.332561826,3.86e-10,1.19e-09,4.24e-10,3.58e-09,1.1e-09,1.58e-09,4.55e-09,9.75e-10,437.0625332,18.42623714,1795.867545,596.9984295,80871.43612,80651.88431,81021.13032,112.7904895,288.7524045,287.2602198,290.2480071,0.897058234,293.3068042,287.5208461,300.6697585,4.590602879,0.143221334,-0.596423485,1.109872348,0.570808156,-0.730924237,-1.090963097,-0.18137307,0.202006461,0.000353123,7.5e-09,0.002483782,0.000587431,1581,6
"7037",7037,7132,88,2023-10-13,"Envigado - E.S.E. Santa Gertrudis",18.64133571,0.380522835,0.393156773,6.3e-10,1.9e-09,6.8e-10,4.88e-09,1.21e-09,2.92e-09,7.29e-09,1.56e-09,341.1501204,14.65892872,1830.222314,526.0038736,80887.87736,80682.38395,81058.87839,104.1141355,288.6749368,286.5574327,289.8772048,0.870268124,291.843559,286.5785459,297.6708399,3.677046313,0.048142814,-0.690599559,0.762826281,0.439568965,-0.419319342,-1.316780987,0.399562751,0.446830423,0.000369619,0,0.004692113,0.00099347,1581,5
"7038",7038,7133,88,2023-10-14,"Envigado - E.S.E. Santa Gertrudis",18.02007083,0.001918763,0.393156773,5.8e-10,1.55e-09,5.28e-10,4.13e-09,1.09e-09,2.29e-09,4.15e-09,9.3e-10,253.4604019,14.03301222,1172.389058,348.7968461,80988.95782,80851.90175,81180.1685,101.2874646,289.1141229,288.0243609,290.3434529,0.755738265,291.8608162,288.5373879,296.4542293,2.895981474,0.296083422,-0.289436495,1.060806673,0.379703158,-0.260028818,-0.594910587,0.040251228,0.143275845,0.000310822,2.14e-05,0.001077511,0.000287261,1581,6
"7039",7039,7134,88,2023-10-23,"Envigado - E.S.E. Santa Gertrudis",17.41406542,0.085105683,0.393156773,4.79e-10,3.18e-10,1.15e-10,2.9e-09,6.21e-10,1.09e-09,9.01e-10,2e-10,343.4166553,15.36425899,1594.371635,502.5134923,80945.47939,80697.04444,81097.0959,121.5792338,289.0186623,287.0270169,290.7265234,0.88907369,292.0586996,287.299589,299.5746985,3.992669935,-0.035121974,-0.633907617,0.7462652,0.43460788,-0.390787361,-0.684012226,0.311979476,0.260482448,0.000402273,4.48e-10,0.002487718,0.000756868,1581,1
"7041",7041,7136,88,2023-11-13,"Envigado - E.S.E. Santa Gertrudis",10.1465185,0.133255149,0.367306046,4.07e-10,4.11e-10,1.58e-10,2.27e-09,6.93e-10,8.05e-10,5.23e-09,9.42e-10,315.3464183,15.24446687,1220.624575,398.5347454,80801.36428,80520.08586,80979.34457,142.0281959,290.0662261,287.8849636,291.907403,1.337903595,292.5674952,288.0139499,298.9624147,3.861773895,0.257094563,-0.582408885,0.874312967,0.362554101,-0.35817629,-1.20034204,0.032641893,0.296502821,0.000317636,1.2e-05,0.001173687,0.000412598,1581,1
"7042",7042,7137,88,2023-11-23,"Envigado - E.S.E. Santa Gertrudis",12.18938667,0.216364505,0.367306046,3.04e-10,6.64e-10,2.89e-10,1.89e-09,3.79e-10,9.05e-10,1.42e-09,2.87e-10,304.8617988,13.55094507,1142.953407,385.496301,80910.95151,80737.83631,81092.09304,109.5912344,288.3919718,286.3909636,290.7368946,1.379793979,291.4430688,286.9214489,298.0101485,4.170961989,-0.103887962,-0.706201654,0.294495316,0.221336627,-0.466950209,-0.944843004,-0.098315749,0.275988975,9.71e-05,0,0.000407558,0.000124801,1581,4
"7044",7044,7139,88,2023-11-29,"Envigado - E.S.E. Santa Gertrudis",11.80769417,0.140104115,0.367306046,3.88e-10,9.85e-10,3.62e-10,2.83e-09,9.56e-10,6.41e-10,6.57e-09,1.21e-09,405.2059508,16.83462932,1403.813456,521.6179634,80857.62748,80663.84367,81007.73463,105.4312502,287.870063,286.3176126,290.3620135,1.00110695,291.8527778,286.7416847,298.1909233,4.129265197,-0.104232058,-0.897499535,0.565743708,0.416384035,-0.722194325,-1.356434115,0.25647395,0.339017353,2.49e-05,2.84e-08,0.000131163,4.43e-05,1581,3
"7045",7045,7140,88,2023-12-03,"Envigado - E.S.E. Santa Gertrudis",15.47192125,0.167502789,0.388700903,3.8e-10,9.79e-10,3.52e-10,2.72e-09,1.16e-09,8.25e-10,6.81e-09,1.22e-09,543.3398034,17.68753258,1889.613538,678.772867,80814.50955,80602.66932,80996.99177,114.6900643,287.7027964,287.1023619,288.096565,0.298929843,292.5032972,287.3397934,298.9624634,4.378015212,0.046789277,-0.405337974,0.441456591,0.294902273,-0.634355514,-0.958844535,-0.24344566,0.185782971,4.65e-06,0,5.69e-05,1.15e-05,1581,7
"7046",7046,7141,88,2023-12-05,"Envigado - E.S.E. Santa Gertrudis",16.01301,0.123265012,0.388700903,3.21e-10,8.85e-10,2.94e-10,3.09e-09,7.26e-10,1.37e-09,8.78e-09,1.87e-09,511.2823375,35.11856254,1661.037427,650.0067749,80793.18295,80577.95,80970.32173,116.9451548,287.7842688,286.7163104,288.7004428,0.482450366,292.6698842,287.2414238,299.3191177,4.254087398,-0.08885612,-0.766664212,0.775484962,0.502468514,-1.062661531,-1.546749611,0.057514372,0.37196267,1.5e-05,0,0.000132215,3.16e-05,1581,2
"7048",7048,7143,88,2023-12-11,"Envigado - E.S.E. Santa Gertrudis",12.59083636,0.074759021,0.388700903,3.01e-10,1.05e-09,3.8e-10,2.56e-09,1.35e-09,8.98e-10,9.86e-09,2.05e-09,435.4850089,20.79373199,1572.340679,578.4093868,80687.65151,80499.57402,80861.54971,111.7687185,288.4262182,287.2680945,290.3629531,0.680507271,293.0451896,288.0418796,300.0741378,4.714818522,-0.024167585,-0.501080616,0.680096045,0.38865472,-0.885690929,-1.433279027,-0.388416376,0.254387523,1.54e-05,6.35e-13,0.000135034,3.42e-05,1581,1
"7050",7050,7145,88,2023-12-19,"Envigado - E.S.E. Santa Gertrudis",11.25538708,0.143286629,0.388700903,3.79e-10,2.9e-10,1.09e-10,2.56e-09,7.41e-10,1.12e-09,3.59e-09,7.87e-10,218.1359878,33.7633375,700.9502116,246.9045931,80827.14767,80657.09531,81003.81837,100.3541887,290.1980291,288.6557487,292.5592213,1.330150844,292.6998286,290.2097783,296.1171544,2.144683523,0.179583427,-0.153175391,0.42977278,0.159681175,-0.334281033,-0.621374179,-0.045603268,0.126681129,0.000433524,1.63e-05,0.001541713,0.000435283,1581,2
"7051",7051,7146,88,2023-12-20,"Envigado - E.S.E. Santa Gertrudis",13.80785083,0.185217249,0.388700903,2.93e-10,6.21e-10,2.57e-10,2.14e-09,3.57e-10,1.1e-09,5.41e-09,1.29e-09,200.285073,18.04004824,708.6717309,252.2000085,80823.99463,80655.24747,80967.42169,98.20863902,289.3414635,287.5865087,291.0782844,0.974759557,291.7885829,287.766605,296.4746198,2.941374394,0.062881343,-0.291670464,0.488175549,0.259281609,-0.351529827,-0.905314232,0.410288059,0.348242166,0.000228543,1.96e-05,0.000796542,0.000236109,1581,3
"7110",7110,7211,90,2018-03-27,"Sabaneta - I.E. Rafael J. Mejia",25.93053826,0.259145854,0.473069064,8.4e-10,3.47e-09,1.38e-09,7.24e-09,9.29e-10,2.12e-09,7.69e-09,1.78e-09,388.1824087,16.74804627,1532.551169,535.7011515,81002.92308,80758.31824,81194.19543,132.7460509,289.277464,288.4092532,290.821255,0.691791646,292.6994021,289.2803957,297.622026,2.855957327,-0.028165196,-0.515692854,0.923097745,0.32319157,-0.592422767,-1.186283465,0.66796806,0.481347522,0.000349106,2.83e-06,0.001342492,0.000404279,1612,2
"7111",7111,7212,90,2018-04-07,"Sabaneta - I.E. Rafael J. Mejia",16.48884652,0.342571632,0.438084034,4.35e-10,1.55e-09,7.71e-10,2.54e-09,4.55e-10,1.07e-09,1.24e-09,2.54e-10,382.4240193,13.44282206,1295.461139,502.312943,81176.31074,80904.89105,81351.2302,119.7634473,287.9803865,287.0379534,288.9055473,0.48787045,290.6878155,287.5798777,295.4362825,2.753546093,0.110277785,-0.534271031,1.147674501,0.450519516,0.216907548,-0.305717605,0.913967693,0.348174776,0.000333638,3.58e-05,0.002013431,0.000403787,1612,6
"7113",7113,7214,90,2018-04-23,"Sabaneta - I.E. Rafael J. Mejia",12.58278611,0.119059956,0.438084034,2.85e-10,2.72e-09,1.27e-09,1.95e-09,6.28e-10,9.2e-10,1.06e-09,2.59e-10,438.0206272,15.40094319,1883.793461,633.0513213,81109.08132,80866.56375,81289.67296,140.0529369,287.8423896,286.2985648,290.2026634,1.038352831,292.3462608,287.0953383,298.9270242,4.269171044,-0.029518312,-1.056589146,0.682829828,0.479479806,-0.616250093,-1.439449395,0.110021878,0.449285344,0.000175954,6.63e-09,0.000848733,0.000231631,1612,1
"7114",7114,7215,90,2018-04-30,"Sabaneta - I.E. Rafael J. Mejia",14.08346273,0.19933885,0.438084034,3.66e-10,1.17e-09,4.53e-10,2.26e-09,6.07e-10,9.69e-10,2.62e-09,5.79e-10,383.9618039,18.98391248,1378.014168,511.5751643,81180.20339,80886.25277,81348.647,131.2014797,288.4977227,285.7420166,291.8049567,1.648689797,291.1010227,285.8951539,297.7133968,4.007051627,0.015072703,-0.488649834,0.741041184,0.408440532,-0.476636033,-0.847765,0.038529129,0.195977129,0.00019824,7.84e-07,0.001512162,0.000334723,1612,1
"7115",7115,7216,90,2018-05-17,"Sabaneta - I.E. Rafael J. Mejia",17.79455917,0.232233642,0.495941532,3.13e-10,1.08e-09,4.25e-10,1.53e-09,4.43e-10,9.49e-10,3.27e-09,5.59e-10,297.722618,27.98424431,1197.843076,383.7469856,81062.88803,80792.90983,81236.56532,129.760813,289.5740929,287.6053097,291.9644292,1.27785334,291.8515959,287.9747114,297.6686751,3.495636523,0.216707765,-0.84826985,0.98276333,0.453965405,-0.28484062,-0.840002666,0.428386438,0.294281297,0.000570889,1.63e-05,0.001900744,0.000560003,1612,4
"7116",7116,7217,90,2018-05-22,"Sabaneta - I.E. Rafael J. Mejia",20.226325,0.200183112,0.495941532,3.02e-10,1.02e-09,3.9e-10,1.59e-09,4.87e-10,1.22e-09,2.75e-09,5.46e-10,376.3706579,12.6911754,1340.968526,444.406331,81090.68506,80866.81025,81262.59862,120.2949087,288.6627769,286.6711305,291.1332972,1.132781395,291.3908901,286.6972069,297.7039292,3.733171009,0.046736245,-0.667771237,0.970753999,0.459728732,-0.532386601,-1.110068539,0.367284854,0.333939383,0.000138123,1.72e-05,0.000656373,0.000153805,1612,2
"7118",7118,7219,90,2018-05-31,"Sabaneta - I.E. Rafael J. Mejia",12.8594525,0.183589583,0.495941532,2.85e-10,4.54e-09,1.88e-09,1.87e-09,5.22e-10,9.94e-10,3.59e-09,6.58e-10,317.3157922,18.83287731,1468.639706,448.0340628,81011.71415,80716.54325,81191.55902,134.0091807,289.1649503,287.4167069,291.371194,0.958080803,292.5883428,288.1374175,298.7480386,3.636132165,0.096149838,-0.600220359,1.464903132,0.540089049,-0.661515553,-1.119813786,0.107267905,0.31316583,0.000280151,1.31e-06,0.00141455,0.000401023,1612,4
"7120",7120,7221,90,2018-07-04,"Sabaneta - I.E. Rafael J. Mejia",14.36672042,0.163661405,0.655711712,2.45e-10,1.33e-08,4.6e-09,2.01e-09,7.07e-10,1.03e-09,8.56e-10,1.98e-10,431.8028152,22.31793124,1851.302972,595.423547,81003.48871,80802.7979,81087.84008,92.20736814,287.0900748,285.6838675,289.9192145,1.205968038,292.3198282,286.2499149,299.8753208,4.997261269,0.00064277,-0.71943012,1.039472827,0.584545851,-1.011190017,-1.822936783,-0.46978563,0.367504058,0.000149553,1.81e-11,0.001273373,0.000358554,1612,3
"7121",7121,7222,90,2018-07-08,"Sabaneta - I.E. Rafael J. Mejia",10.39018875,0.244111143,0.655711712,3.41e-10,1.72e-08,6.44e-09,2.85e-09,7.59e-10,8.81e-10,3.72e-09,7.45e-10,516.6452722,17.54767019,2057.560441,734.4816783,81080.43297,80875.69279,81212.50349,102.7591197,287.1227654,284.4225689,290.098187,1.47186767,293.1512562,287.6788479,300.3824694,4.639672967,-0.052170909,-0.855125297,1.106050967,0.553549503,-1.101481376,-1.829617442,-0.2330424,0.390439635,0.000171384,1.38e-12,0.0014138,0.00035805,1612,7
"7122",7122,7223,90,2018-07-11,"Sabaneta - I.E. Rafael J. Mejia",16.93023391,0.250929974,0.655711712,2.72e-10,7.56e-09,2.58e-09,1.52e-09,5.32e-10,5.37e-10,2.02e-09,4.55e-10,441.5531967,16.60133936,1964.866638,614.9370969,81101.94897,80906.59359,81248.33761,108.7270075,287.2815083,284.7435304,289.6965806,1.452517351,292.1391985,285.7560027,300.1093069,4.773854636,0.013789608,-0.700383972,1.336846791,0.532834684,-0.829909898,-1.519498137,-0.349068238,0.34001624,0.000217697,7.3e-10,0.001577752,0.000421382,1612,3
"7123",7123,7224,90,2018-07-17,"Sabaneta - I.E. Rafael J. Mejia",14.24393682,0.201107274,0.655711712,4.79e-10,7.78e-09,2.77e-09,3.43e-09,5.59e-10,6.16e-10,2.12e-09,4.33e-10,562.1449145,26.92926865,2083.602942,767.1228671,81197.28543,80999.13791,81330.05367,110.3745665,285.7455034,283.8863951,289.3214342,1.350225386,293.0806541,287.1695165,300.4227264,4.849564187,-0.085057082,-1.16349573,0.796028344,0.585966986,-1.276233478,-1.865557053,-0.64760106,0.330318001,9.36e-05,1.2e-09,0.00079444,0.000206414,1612,2
"7125",7125,7226,90,2018-08-03,"Sabaneta - I.E. Rafael J. Mejia",16.20831458,0.221938747,0.500861767,5.49e-10,1.73e-09,6.17e-10,4.34e-09,1.01e-09,9.91e-10,1.69e-09,3.27e-10,467.6729998,16.91987494,1954.948207,628.2448385,81113.33048,80838.51347,81310.15239,143.8471127,286.3974365,284.2290178,288.6315728,1.08895075,291.7909976,286.0660414,299.3779464,4.458616798,-0.145151124,-0.753241922,0.474550147,0.35813499,-0.789533219,-1.380051374,0.322713638,0.379649028,0.000257794,1.49e-09,0.002425768,0.000530101,1612,5
"7126",7126,7227,90,2018-08-06,"Sabaneta - I.E. Rafael J. Mejia",16.87555625,0.078288982,0.500861767,2.49e-10,9.39e-09,3.26e-09,1.98e-09,1.16e-09,8.42e-10,1.67e-09,3.88e-10,396.3733324,17.25328575,1495.258146,543.7924468,80989.92269,80837.11589,81113.4541,83.50207447,286.2477314,284.3109446,288.7476989,1.223268228,291.6331137,285.1254931,299.4370584,5.107884976,0.289858678,-0.471461039,1.741002998,0.711522163,-0.662162357,-1.098752315,-0.007979823,0.305713213,6.2e-05,2.72e-11,0.00093238,0.000190815,1612,1
"7127",7127,7228,90,2018-08-11,"Sabaneta - I.E. Rafael J. Mejia",14.02614542,0.110533119,0.500861767,5.64e-10,4.08e-09,1.53e-09,5.33e-09,1.17e-09,6.48e-10,1.44e-09,3.2e-10,810.2741028,32.00615248,2557.670233,1035.505719,81147.55985,80904.8635,81307.7371,122.4094174,279.8640312,277.6428394,284.8416507,1.8098994,292.551184,284.2327401,301.436684,6.137082571,-0.014362589,-0.89718136,1.061531227,0.676651575,-1.572756653,-2.604296831,-0.75565602,0.472376526,3.06e-07,4.53e-12,1.42e-06,4.94e-07,1612,6
"7128",7128,7229,90,2018-08-16,"Sabaneta - I.E. Rafael J. Mejia",15.58237125,0.144040314,0.500861767,4.1e-10,6.51e-09,2.48e-09,3.57e-09,1.22e-09,9.61e-10,2.83e-09,7.07e-10,769.8937302,17.22310579,2513.884132,1006.158122,81190.37176,80979.21232,81336.87694,102.8963484,284.2303266,279.3965508,289.1466857,2.343557882,292.2640184,284.6111209,301.0810002,5.763489557,0.126505564,-0.640754856,1.081226032,0.560805481,-1.196034198,-2.159773773,-0.561489903,0.480615918,3e-05,5.03e-12,0.000477714,1e-04,1612,4
"7129",7129,7230,90,2018-08-25,"Sabaneta - I.E. Rafael J. Mejia",14.94903792,0.227857062,0.500861767,4.23e-10,1.88e-09,6.69e-10,3.37e-09,9.77e-10,6.06e-10,5.26e-09,9.84e-10,588.4898605,16.81012658,2262.082102,822.2232766,81068.34737,80820.38794,81231.08761,125.9698389,286.0988297,283.4603384,289.8510728,1.733816562,292.4588581,285.1911798,300.7801085,5.100250868,0.16956615,-0.777589962,1.382580095,0.699618441,-1.079369649,-1.515219325,-0.50243472,0.283263228,0.000139283,1.75e-10,0.001243398,0.000318952,1612,6
"7130",7130,7231,90,2018-08-28,"Sabaneta - I.E. Rafael J. Mejia",16.61118083,0.201396603,0.500861767,3.96e-10,2.26e-09,7.42e-10,3.28e-09,7.83e-10,7.63e-10,2.5e-09,5.25e-10,588.2133823,22.67328939,2277.482033,816.8508344,81058.66186,80832.65071,81191.36098,111.9968889,285.44616,282.6930235,288.8953221,1.917779376,292.6465469,285.614565,301.209975,5.213749106,0.141002639,-0.667085759,1.045475931,0.568320971,-1.071430533,-1.982311486,0.26280004,0.48771851,5.65e-05,6.81e-11,0.001087299,0.000222878,1612,2
"7131",7131,7232,90,2018-09-04,"Sabaneta - I.E. Rafael J. Mejia",18.93809143,0.350499089,0.465247049,4.18e-10,1.75e-09,6.49e-10,3.02e-09,9.58e-10,9.43e-10,2.5e-09,4.88e-10,410.8838495,21.53612387,1950.621538,571.7910062,80997.20144,80747.6673,81193.97893,121.4429165,287.4633922,286.6903041,289.3937185,0.739773568,291.5198636,287.4933865,297.2356031,3.149579331,0.269735284,-0.42699087,1.134459537,0.501972831,-0.665477295,-1.221182974,0.20181061,0.393567972,0.000479001,3.27e-07,0.002982944,0.000803855,1612,2
"7134",7134,7235,90,2018-09-19,"Sabaneta - I.E. Rafael J. Mejia",17.09254042,0.160284368,0.465247049,3.51e-10,2.63e-09,1.03e-09,2.46e-09,6.85e-10,7.79e-10,2.98e-09,6.44e-10,448.7783479,16.63865193,1880.64141,623.3737509,80949.53518,80703.39034,81081.58573,121.033569,288.2224094,286.4411054,290.1584245,0.871258774,292.4929112,287.2925034,300.3812426,4.43887852,0.157288859,-0.377800603,1.173873372,0.458907837,-0.664737052,-1.638872834,0.689152363,0.551396721,0.000226834,1.9e-06,0.001456596,0.000369389,1612,3
"7135",7135,7236,90,2018-09-20,"Sabaneta - I.E. Rafael J. Mejia",14.78842895,0.138357331,0.465247049,3.85e-10,1.16e-09,4.71e-10,2.68e-09,6.81e-10,7.34e-10,9.58e-10,2.11e-10,608.6229818,16.24889832,2131.381782,804.5696747,80960.78372,80678.12717,81155.72245,150.5347878,287.0915114,284.2236599,289.8472575,1.39631165,293.1273729,287.3592237,301.0733321,4.90212468,0.162079075,-0.526330042,0.777141697,0.4117514,-1.168152909,-2.209395346,0.223952646,0.594787677,3.43e-05,1.13e-11,0.000406495,9.05e-05,1612,4
"7136",7136,7237,90,2018-10-07,"Sabaneta - I.E. Rafael J. Mejia",10.97173792,0.23790103,0.540569165,3.51e-10,1.41e-09,5.87e-10,1.89e-09,5.02e-10,7.48e-10,1.1e-09,2.6e-10,313.876896,20.09106143,1420.154137,439.0807988,81157.33172,80920.86191,81327.47435,137.2226802,288.6058522,287.6544502,290.6458009,0.864925042,291.7073533,288.1160912,297.931837,3.433673532,-0.002463392,-0.532204483,0.646031185,0.357655684,-0.436596861,-0.717812413,0.226322439,0.25846887,0.000322407,7.46e-06,0.002513923,0.000606211,1612,7
