"","X.1","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"4831",4831,4888,83,2022-08-24,"Medellin, Belen - I.E Pedro Justo Berrio",20.6299825,0.180900654,0.481334544,5.51e-10,1.43e-09,5.17e-10,4.41e-09,1.26e-09,7.79e-10,4.06e-10,9.06e-11,454.7759441,20.30044779,1645.356977,590.0659572,80524.52242,80343.02211,80688.44973,98.55961747,286.3973521,284.7269851,288.1808885,0.869705133,291.2413282,285.811221,298.9442922,4.660346377,0.09258913,-0.473700672,1.244468333,0.61534644,-0.972697891,-1.352076624,-0.588496657,0.208511749,0.000132109,1.62e-07,0.000855618,0.000243797,1616,3
"4832",4832,4889,83,2022-08-30,"Medellin, Belen - I.E Pedro Justo Berrio",15.23210708,0.041748309,0.481334544,3.65e-10,8.57e-10,2.91e-10,2.4e-09,6.04e-10,6.65e-10,7.13e-10,1.44e-10,453.2927346,20.41318366,1662.087905,595.7284584,80600.32617,80366.02877,80771.66559,125.7829504,286.7801069,285.3376012,288.5279143,0.835817392,291.5090377,286.0041882,298.7393874,4.615920463,0.140253815,-0.474159442,0.970464392,0.47396365,-0.858345606,-1.230364996,-0.451092844,0.215289581,0.000146008,7.89e-07,0.001033415,0.000241209,1616,2
"4833",4833,4890,83,2022-09-08,"Medellin, Belen - I.E Pedro Justo Berrio",19.92118583,0.068155034,0.541475124,6.19e-10,6.71e-10,2.33e-10,4.43e-09,5.82e-10,1.06e-09,1.05e-09,2.13e-10,376.3589233,13.28326072,1487.838928,486.0255475,80554.92857,80288.00527,80722.98492,135.7616436,287.0893075,285.4872975,288.2592339,0.758175332,291.8369131,286.8413331,298.4838793,3.863234591,0.362777998,-0.166388331,1.088248973,0.392804549,-0.321559935,-0.821171745,0.205339918,0.262847408,0.000232262,3.32e-07,0.001956231,0.000451083,1616,4
"4836",4836,4893,83,2022-09-23,"Medellin, Belen - I.E Pedro Justo Berrio",23.84722958,0.255546996,0.541475124,3.19e-10,1.12e-09,3.68e-10,1.69e-09,5.27e-10,1.42e-09,3.75e-09,5.03e-10,378.1186465,17.09473752,1670.552792,567.038586,80584.89791,80341.09795,80745.31352,129.7236887,287.5506166,285.6508548,288.84978,0.671798202,290.8528966,286.3303636,298.075713,3.800228893,-0.002501338,-0.502225475,0.450945147,0.281508748,-0.44668311,-0.819214326,0.043216679,0.265550724,0.000678761,2.11e-05,0.005255206,0.001065553,1616,5
"4838",4838,4895,83,2022-10-31,"Medellin, Belen - I.E Pedro Justo Berrio",15.20417583,0.145656613,0.472447131,4.07e-10,7.72e-10,2.66e-10,2.89e-09,4.38e-10,9.73e-10,3.98e-09,6.87e-10,474.1253744,14.77446871,1602.214336,573.3180507,80444.66384,80263.73911,80613.12624,111.3973963,286.1241327,285.1199433,287.151023,0.549852616,291.5135428,286.382388,297.352087,3.719929376,0.215715711,-0.137072536,0.656000435,0.221386875,-0.017706444,-0.457242844,0.426883008,0.277861221,5.48e-06,7.01e-08,4.99e-05,1.06e-05,1616,1
"4840",4840,4897,83,2022-11-12,"Medellin, Belen - I.E Pedro Justo Berrio",16.23293125,0.407712809,0.500362557,3.08e-10,1.24e-09,3.91e-10,1.95e-09,4.75e-10,1.3e-09,3.22e-09,6.27e-10,254.6188833,16.93393043,901.2631822,317.579327,80549.89551,80382.65099,80696.47143,102.7698619,287.6523535,286.4562227,288.7014047,0.657026032,290.0752183,286.7254547,295.1268422,2.637443839,0.273630265,-0.246490864,1.214183733,0.477642033,-0.022524253,-0.650745707,1.177513766,0.642751158,0.000309678,4.03e-06,0.001359136,0.000386404,1616,6
"4841",4841,4898,83,2022-11-14,"Medellin, Belen - I.E Pedro Justo Berrio",8.85664,0.24419229,0.500362557,3.39e-10,3.07e-10,1.08e-10,1.79e-09,5.47e-10,9.78e-10,1.95e-09,3.37e-10,280.3408661,14.37915118,1210.996219,395.2040584,80478.2872,80259.42333,80638.49105,117.6441759,287.8293637,286.9973972,289.4136751,0.614663169,291.2027447,287.2672556,296.3466011,3.198681632,0.235867407,-0.511916473,0.819947555,0.416876801,-0.098409521,-0.808973181,0.856764288,0.49229824,0.000359643,1.61e-07,0.003749874,0.000966295,1616,1
"4843",4843,4900,83,2022-11-19,"Medellin, Belen - I.E Pedro Justo Berrio",28.30040167,0.290021069,0.500362557,3.22e-10,7.8e-10,2.38e-10,1.77e-09,7.83e-10,1.59e-09,1.73e-09,3.21e-10,280.6366917,18.42400178,1353.869236,414.9852427,80455.29528,80204.30824,80622.90348,129.1889093,288.2309008,286.4449444,290.0473068,0.919139196,290.6518166,286.5369302,297.1243244,3.524497148,-0.072414625,-0.591193049,0.56585644,0.35714806,-0.50863341,-1.223769978,0.13526573,0.375987504,0.00043318,9.41e-12,0.002655769,0.000799836,1616,6
"4844",4844,4901,83,2022-11-24,"Medellin, Belen - I.E Pedro Justo Berrio",17.04361708,0.22076548,0.500362557,3.15e-10,9.73e-10,2.89e-10,1.77e-09,4.39e-10,1.15e-09,3.72e-09,6.73e-10,254.2840449,15.87881115,963.5494055,334.841742,80476.98849,80276.56661,80660.81366,119.00489,287.1607796,286.4262576,288.1096229,0.462999775,290.2254034,287.1964936,294.3777063,2.551672203,0.161257778,-0.34812099,0.574851522,0.244516291,-0.057354463,-0.434293269,0.561833503,0.240526841,0.000461762,3.89e-06,0.004094821,0.000871685,1616,4
"4845",4845,4902,83,2022-11-25,"Medellin, Belen - I.E Pedro Justo Berrio",16.37567208,0.250164752,0.500362557,2.87e-10,7.71e-10,2.33e-10,1.62e-09,6.22e-10,1e-09,1.77e-09,3.53e-10,288.8318314,20.45232493,1038.442098,372.1488395,80502.84644,80252.54215,80689.56858,128.1188664,288.0457292,286.8742647,289.8683509,0.832775596,290.7056905,287.4897001,296.3758409,3.002834451,0.201275789,-0.358790858,0.868603105,0.323833594,-0.334132993,-0.759983948,0.248005121,0.321399907,0.000345584,1.47e-05,0.001228301,0.000303281,1616,5
"4846",4846,4903,83,2022-11-30,"Medellin, Belen - I.E Pedro Justo Berrio",24.27709958,0.292587758,0.500362557,3.28e-10,8.31e-10,2.75e-10,1.87e-09,3.57e-10,1.02e-09,2.51e-09,4.4e-10,233.5543537,19.73106439,1003.567554,314.0990941,80448.04291,80253.93215,80645.92352,116.1465638,288.0730487,286.4301069,289.5184139,0.788291937,289.8449913,286.6607447,294.1428373,2.496989032,-0.033071823,-0.658205534,0.508707648,0.308001587,-0.031711926,-0.602125417,0.836847014,0.363156822,0.000407553,6.04e-06,0.001550832,0.000421021,1616,3
"4847",4847,4904,83,2022-12-01,"Medellin, Belen - I.E Pedro Justo Berrio",14.9794825,0.037818074,0.471552472,2.83e-10,8.3e-10,2.72e-10,1.72e-09,5.73e-10,5.31e-10,3.23e-09,5.47e-10,429.1392148,17.31655065,1620.819229,577.3607501,80396.49172,80224.7965,80552.6019,102.6832005,286.2704662,284.1294646,287.7813188,1.076911665,290.3543082,286.1509876,296.847435,3.96440259,-0.278267542,-0.559574504,0.029671853,0.164533272,-0.336310096,-0.851503507,0.451427182,0.374322964,1.58e-05,4.7e-07,7.97e-05,1.99e-05,1616,4
"4850",4850,4907,83,2022-12-05,"Medellin, Belen - I.E Pedro Justo Berrio",15.90199375,0.289610877,0.471552472,3.24e-10,5.02e-10,1.67e-10,1.72e-09,8.89e-10,6.09e-10,1.54e-09,3.11e-10,222.6551242,23.06861867,852.6035685,286.6680176,80410.5614,80229.94679,80583.00673,109.2145146,286.4265848,285.5554783,287.315949,0.531178542,289.0262427,285.7225311,293.347871,2.815039945,0.181811678,-0.484230787,0.913613125,0.430516579,-0.045497201,-0.504942427,0.805931086,0.345582068,0.000349024,4.63e-07,0.001940104,0.000513654,1616,1
"4851",4851,4908,83,2022-12-17,"Medellin, Belen - I.E Pedro Justo Berrio",26.44431875,0.291939258,0.471552472,2.71e-10,3e-09,1.12e-09,1.79e-09,4.53e-10,1.23e-09,1.68e-08,2.91e-09,281.423012,13.958487,1051.937374,369.1032667,80322.39536,80140.06019,80459.89916,100.7099977,287.6578273,286.4722704,288.7387416,0.648203536,290.6530924,286.6589827,295.5487467,3.067734563,-0.078948144,-0.922951926,0.456624283,0.335313969,-0.595911712,-1.174630128,0.337736879,0.378533879,0.000101748,1.98e-06,0.000610671,0.000158352,1616,6
"4852",4852,4909,83,2022-12-19,"Medellin, Belen - I.E Pedro Justo Berrio",17.02592542,0.232669556,0.471552472,2.52e-10,2.02e-09,8.5e-10,1.7e-09,6.55e-10,9.28e-10,5.7e-09,1.07e-09,367.6425863,18.34861177,1293.534786,465.3975469,80505.13733,80306.19694,80737.75182,124.2497055,286.9062804,285.3253157,288.5402039,0.896765732,290.886374,285.9687653,296.3678066,3.5668034,0.111336292,-0.362187282,0.471257893,0.22027742,-0.610687959,-1.113362803,-0.047081396,0.262284655,8.9e-05,2.21e-06,0.000371426,9.07e-05,1616,1
"4853",4853,4910,83,2022-12-20,"Medellin, Belen - I.E Pedro Justo Berrio",19.71234958,0.134218772,0.471552472,2.68e-10,2.62e-09,1.08e-09,2.04e-09,5.76e-10,1.53e-09,7.28e-09,1.45e-09,367.2232357,30.59544415,1323.461909,473.9432141,80506.90744,80336.30978,80706.11087,105.5663635,287.2582726,286.2091781,288.4056889,0.614471169,291.4089902,286.7922533,297.4493478,3.828480838,0.045252942,-0.450952636,0.710990415,0.371674163,-0.603396913,-1.230348151,0.251433682,0.351768253,3.3e-05,6.6e-08,0.000279389,6.14e-05,1616,2
"4855",4855,4912,83,2022-12-25,"Medellin, Belen - I.E Pedro Justo Berrio",27.46253292,0.275042985,0.471552472,2.71e-10,2.41e-09,6.34e-10,2.03e-09,5.73e-10,1.63e-09,1.73e-08,3.44e-09,493.7796609,21.86407678,1841.176847,654.8431437,80413.37651,80233.26562,80573.31601,108.2589477,287.5058245,285.465606,288.6046519,0.882615515,291.2795026,287.4135001,297.0277232,3.370917509,0.081227475,-0.218835077,0.433844762,0.176681773,-0.406549608,-0.914927952,0.01759429,0.316593476,1.58e-05,1.64e-07,9.66e-05,2.26e-05,1616,7
"4856",4856,4913,83,2022-12-28,"Medellin, Belen - I.E Pedro Justo Berrio",20.06594261,0.326,0.471552472,4.24e-10,2.1e-09,6.86e-10,2.29e-09,7.07e-10,1.5e-09,9e-09,1.75e-09,247.0642108,18.76262209,890.3120196,289.1890203,80639.72388,80479.42998,80831.50629,97.56800429,288.4206238,286.9502191,290.1159651,1.117371356,290.2441514,287.4417545,294.2898585,2.446771212,0.361978957,-0.035103889,0.879078796,0.257304926,-0.258930392,-0.832244882,0.528035597,0.409583577,0.000287507,1.66e-05,0.001001657,0.000256431,1616,3
"4857",4857,4914,83,2023-01-04,"Medellin, Belen - I.E Pedro Justo Berrio",15.98224875,0.145091828,0.475266529,2.95e-10,1.24e-09,3.92e-10,1.73e-09,5.78e-10,7.18e-10,2.65e-09,4.57e-10,298.3257317,18.3938914,1057.447121,388.2778032,80626.24753,80380.6888,80789.49977,121.0787763,287.4205056,286.7680811,288.6899126,0.452479455,290.2595624,286.9271367,295.3658057,3.00483645,0.000916919,-0.319438559,0.530072045,0.202786031,-0.253476801,-0.78551755,0.560375274,0.372785723,0.00031707,5.52e-06,0.001975685,0.000475142,1616,3
"4858",4858,4915,83,2023-01-13,"Medellin, Belen - I.E Pedro Justo Berrio",20.052815,0.16121926,0.475266529,3.62e-10,2.23e-09,1.03e-09,2.34e-09,1.37e-09,1.02e-09,3.06e-09,6.8e-10,264.3045021,17.32617031,1198.702381,370.9939459,80557.83613,80324.9214,80712.81501,120.9238449,287.9610621,286.839681,289.3491453,0.703894714,290.6981397,286.8401225,297.6955525,3.571371226,-0.014163436,-0.505611974,0.529049673,0.352481882,-0.398316046,-0.8636535,0.543943195,0.351699411,0.000425302,1.45e-07,0.0046879,0.001012325,1616,5
"4860",4860,4917,83,2023-01-16,"Medellin, Belen - I.E Pedro Justo Berrio",12.0891175,0.147178628,0.475266529,2.76e-10,1.77e-09,7.71e-10,1.82e-09,3.74e-10,1.15e-09,4.16e-09,8.58e-10,294.1420958,17.0953872,1070.014164,370.7522956,80540.8972,80309.47198,80698.1963,116.0258161,287.256406,286.1361309,288.6347715,0.677561053,291.0714013,286.8587009,296.7216785,3.413747754,0.146660165,-0.190043527,0.635506961,0.277109036,-0.578699041,-0.939715149,0.116706634,0.309128125,7.03e-05,8.05e-07,0.000535762,0.000114177,1616,1
"4861",4861,4918,83,2023-01-20,"Medellin, Belen - I.E Pedro Justo Berrio",20.38112625,0.17657846,0.475266529,3.99e-10,2.75e-09,1.24e-09,2.88e-09,1.06e-09,1.3e-09,7.66e-09,1.56e-09,389.9076962,16.84790495,1479.083598,510.884265,80561.28927,80332.75496,80714.09365,116.1736449,286.5625257,285.1258432,288.9462408,1.092778824,290.0638109,285.3586423,295.9126142,3.75619471,0.065078517,-0.394715469,0.738358544,0.346038231,-0.457718611,-0.834632608,0.136081269,0.226495891,0.000168172,2.9e-07,0.000837595,0.000244633,1616,5
"4862",4862,4919,83,2023-01-25,"Medellin, Belen - I.E Pedro Justo Berrio",23.16203917,0.07703202,0.475266529,3.37e-10,3.39e-09,1.49e-09,2.6e-09,1.23e-09,1.14e-09,5.4e-09,1.28e-09,377.2409471,18.49282308,1454.121341,513.7495343,80428.48188,80228.44387,80587.69515,114.0487413,286.6564119,284.7911935,288.7191498,1.142030208,290.7501684,285.1818753,297.279131,4.377509286,-0.164891367,-0.553030689,0.256434246,0.240535837,-0.796712883,-1.360470839,-0.192793119,0.287925048,4.17e-05,0,0.000365557,8.38e-05,1616,3
"4863",4863,4920,83,2023-01-26,"Medellin, Belen - I.E Pedro Justo Berrio",20.50551333,0.13964322,0.475266529,3.29e-10,2.16e-09,9.48e-10,2.31e-09,6.41e-10,9.57e-10,2.97e-09,6.87e-10,424.1126783,14.95261169,1499.987318,558.4032923,80406.14513,80193.37534,80582.04023,118.9220286,286.7686206,285.3352779,288.6801399,0.966736992,291.1338414,285.8050906,297.6966673,4.319784579,-0.056072007,-0.541904661,0.626493688,0.339282306,-0.711020992,-1.288639736,-0.332143767,0.25589221,1.73e-05,0,6.93e-05,2.38e-05,1616,4
"4864",4864,4921,83,2023-01-27,"Medellin, Belen - I.E Pedro Justo Berrio",21.43647833,0.021210877,0.475266529,3.55e-10,1.66e-09,7.04e-10,2.85e-09,9.75e-10,7.43e-10,5.62e-09,1.3e-09,495.0369181,17.07655195,1854.445944,682.9163663,80409.95529,80183.18299,80611.66733,124.2751321,286.5235208,284.472507,288.5365746,1.141056231,291.4721438,286.2326555,297.8361226,4.159794575,-0.140070341,-0.746755841,0.37588613,0.305421894,-0.775887244,-1.145673031,-0.407837907,0.179861713,4.34e-06,1.13e-08,2.52e-05,6.63e-06,1616,5
"4866",4866,4923,83,2023-01-29,"Medellin, Belen - I.E Pedro Justo Berrio",24.585835,0.116072834,0.475266529,3.38e-10,7.07e-10,2.4e-10,3.1e-09,8.61e-10,1.76e-09,9.54e-09,1.97e-09,486.1014113,19.11556603,1677.61207,629.214545,80358.34898,80188.21952,80522.32599,101.3081233,285.5679004,284.2619695,287.2167006,0.76953376,290.4503929,284.6167902,297.3247904,4.716649804,0.177778671,-0.331768887,0.99750729,0.463071892,-0.734603602,-1.262100613,0.345963477,0.350248076,1.33e-05,0,9.99e-05,3e-05,1616,7
"4867",4867,4924,83,2023-01-30,"Medellin, Belen - I.E Pedro Justo Berrio",21.5621475,0.191399617,0.475266529,3.85e-10,6.95e-10,2.3e-10,3.11e-09,1.55e-09,8.56e-10,9.6e-09,1.97e-09,470.687757,13.67461798,1526.265004,605.5132315,80459.97654,80267.82354,80659.5095,120.4534291,286.5526262,285.7332905,287.6900059,0.609174881,291.0766399,286.4727279,297.0679024,3.768327393,-0.02015352,-0.519440778,0.396523393,0.292220714,-0.645904158,-1.259464561,-0.175657881,0.312939689,2.28e-05,1.43e-08,0.0001345,3.8e-05,1616,1
"4869",4869,4926,83,2023-02-01,"Medellin, Belen - I.E Pedro Justo Berrio",28.6044625,0.083866338,0.502757738,3.59e-10,6.12e-10,1.94e-10,3.29e-09,7.93e-10,1.48e-09,7.39e-09,1.68e-09,508.0842884,20.29425991,1907.048052,695.9475114,80461.55955,80263.42787,80657.27809,112.5829926,285.5753029,284.5323411,286.8605123,0.768642349,291.0112547,285.4341439,297.5536479,4.469785919,-0.077287891,-0.597547687,0.296580757,0.264431347,-0.747148352,-1.039049495,-0.474104747,0.153450108,3.52e-06,2.41e-08,1.98e-05,4.58e-06,1616,3
"4870",4870,4927,83,2023-02-05,"Medellin, Belen - I.E Pedro Justo Berrio",23.22321583,0.002837062,0.502757738,4.79e-10,4.98e-10,1.66e-10,4.17e-09,5.52e-10,1.46e-09,4.53e-09,1.04e-09,533.300726,23.332925,2113.008468,760.4500755,80563.34734,80271.2083,80754.56145,140.6474233,286.4657261,284.8374176,288.5435004,1.03423566,290.9042612,285.9618662,298.3487186,4.495420082,-0.081578332,-0.872172274,0.51279482,0.347417754,-1.060322917,-1.334878142,-0.442734408,0.232939133,4.95e-05,0,0.000612442,0.000140488,1616,7
"4871",4871,4928,83,2023-02-07,"Medellin, Belen - I.E Pedro Justo Berrio",23.84357125,0.230904037,0.502757738,2.69e-10,9.03e-10,3.27e-10,1.97e-09,6.34e-10,8.47e-10,9.81e-09,2.02e-09,461.2431825,24.1309306,1663.527621,611.4020096,80431.98735,80219.31198,80594.23075,104.5931778,286.4478613,284.4613962,287.7559516,1.069276687,291.3333999,285.6652692,298.3361912,4.434512953,-0.325022406,-0.851977226,0.442953156,0.384761212,-1.097146615,-1.418911295,-0.19547939,0.292916224,1.71e-05,0,0.000213667,4.31e-05,1616,2
"4872",4872,4929,83,2023-02-08,"Medellin, Belen - I.E Pedro Justo Berrio",23.15730458,0.255774621,0.502757738,3.21e-10,9.71e-10,3.36e-10,2.49e-09,7.61e-10,1.15e-09,1.23e-08,2.63e-09,439.7468626,28.02610914,1598.409122,565.24491,80434.68295,80233.78178,80588.0506,105.3252717,286.8676492,285.2831173,288.2922634,0.810995346,291.9754632,286.6048282,298.4297814,3.808252287,-0.067431356,-0.97436957,0.773641575,0.518153859,-0.937095346,-1.341916417,-0.388436109,0.312265151,8.77e-05,0,0.00140502,0.000285343,1616,3
"4873",4873,4930,83,2023-02-17,"Medellin, Belen - I.E Pedro Justo Berrio",16.4651825,0.222707486,0.502757738,4.18e-10,8.73e-10,2.4e-10,2.51e-09,1e-09,8.92e-10,7.88e-09,1.6e-09,352.3804071,16.18564241,1507.32571,489.6508043,80395.0476,80160.86284,80554.48647,125.8547327,288.361187,286.9105694,289.7493175,0.954293417,290.9947494,287.0739483,296.0099414,3.183200404,-0.074667328,-0.803400307,0.508687558,0.354764592,-0.31467514,-0.838687711,0.569375589,0.345328012,0.000444711,3.31e-06,0.002472392,0.000608818,1616,5
"4874",4874,4931,83,2023-02-18,"Medellin, Belen - I.E Pedro Justo Berrio",16.95000739,0.196799234,0.502757738,3.27e-10,8.2e-10,2.24e-10,2.35e-09,4.02e-10,1.14e-09,1.04e-08,2.07e-09,435.9520626,23.21949553,1504.652435,519.3405416,80426.16046,80235.74203,80603.29625,109.1794184,287.5902079,286.4477216,288.7311519,0.671458047,291.4057844,286.7258263,297.1696927,3.577719485,-0.076800248,-0.545661538,0.584043651,0.325017631,-0.6839804,-1.231670586,-0.007762992,0.310613142,0.000272152,8.35e-06,0.001837538,0.000480033,1616,6
"4875",4875,4932,83,2023-02-19,"Medellin, Belen - I.E Pedro Justo Berrio",15.30164667,0.159110101,0.502757738,3.23e-10,7.75e-10,2.15e-10,2.29e-09,4.23e-10,1.6e-09,8.78e-09,1.59e-09,417.6537563,30.99501278,1328.206949,478.5558674,80412.52066,80242.27673,80588.72127,96.82726894,287.1853728,286.2558518,288.1528075,0.64228738,291.4046088,286.8173982,297.2912407,3.376815004,-0.037052244,-0.456485896,0.615180032,0.322649155,-0.861428379,-1.239120207,-0.106051467,0.264344379,0.000134111,6.92e-07,0.001106363,0.00024581,1616,7
"4876",4876,4933,83,2023-02-23,"Medellin, Belen - I.E Pedro Justo Berrio",27.675505,0.201913288,0.502757738,4.82e-10,5.89e-10,1.92e-10,3.76e-09,1.06e-09,1.31e-09,4.15e-09,9.1e-10,494.2502439,16.14923783,1942.829754,690.1861078,80653.17319,80459.18675,80793.00898,93.77469231,286.6064114,285.3187473,288.7029085,0.960649063,290.7272903,286.0912909,298.1925644,4.032647859,-0.12431919,-0.628468188,0.428209309,0.356603567,-0.66518273,-1.092585809,0.170630582,0.265537005,5.72e-05,0,0.000765387,0.000172171,1616,4
"4880",4880,4937,83,2023-03-19,"Medellin, Belen - I.E Pedro Justo Berrio",17.78159917,0.335839362,0.531717988,6.17e-10,3.41e-09,1.41e-09,4.95e-09,1.21e-09,1.52e-09,6.88e-09,1.6e-09,257.6366826,11.87679934,1104.907291,356.7826301,80644.63298,80451.69586,80840.01641,118.2474902,288.0177809,286.3471775,289.2477876,0.980672422,290.4411254,286.3906267,296.3108758,3.448551034,-0.083318854,-0.801364156,0.763187328,0.366433418,-0.034306345,-0.467739084,0.573641142,0.323318758,0.0002291,8.98e-07,0.001402445,0.000379495,1616,7
"4881",4881,4938,83,2023-03-21,"Medellin, Belen - I.E Pedro Justo Berrio",30.6619375,0.278007662,0.531717988,7.63e-10,2.56e-09,9.68e-10,6.5e-09,8.68e-10,1.14e-09,1.37e-08,3.2e-09,475.6150898,17.87150625,1643.688118,626.5262504,80563.63322,80308.04327,80722.50539,130.4927302,286.3859186,284.4377252,288.6926465,1.115719016,291.1571182,285.8954282,297.5092741,4.385769632,-0.219569735,-0.673521776,0.251187017,0.245692441,-0.500700313,-0.740918742,-0.192002457,0.155240917,7.05e-05,3.7e-09,0.000571652,0.000126936,1616,2
"4883",4883,4940,83,2023-03-30,"Medellin, Belen - I.E Pedro Justo Berrio",27.94482667,0.2713612,0.531717988,6.59e-10,1.04e-09,3.99e-10,5.36e-09,2.01e-09,2.51e-09,6.36e-09,1.31e-09,309.8382589,15.19482051,1199.340939,427.8923057,80463.55419,80270.9937,80635.74829,107.0245218,288.2469632,286.374915,290.6051221,0.96408368,291.0134025,286.4206554,296.8690979,3.420795385,-0.002180707,-0.474106293,0.529975269,0.288374817,-0.527891493,-0.928242559,0.224269666,0.310340722,0.00035035,2.17e-06,0.003713317,0.000930221,1616,4
"4884",4884,4941,83,2023-04-03,"Medellin, Belen - I.E Pedro Justo Berrio",14.46537875,0.128755173,0.444006472,3.8e-10,5.76e-10,2.12e-10,2.26e-09,1e-09,1e-09,4.47e-09,9.3e-10,421.5560832,27.96988969,1529.797927,543.2233735,80387.81646,80140.8365,80552.53585,126.8511909,288.2926451,286.588774,289.4360154,0.740715492,291.9786605,286.9303796,298.2366734,3.953034766,-0.131292005,-0.773124333,0.86404207,0.463063721,-0.94223704,-1.38850512,-0.161646857,0.321965841,0.000157278,4.6e-07,0.001242372,0.000333096,1616,1
"4885",4885,4942,83,2023-04-09,"Medellin, Belen - I.E Pedro Justo Berrio",12.43080565,0.21219502,0.444006472,4.07e-10,3.01e-09,1.18e-09,2.59e-09,5.08e-10,1.49e-09,3.12e-09,6.89e-10,342.9022547,26.7588745,1230.909503,427.408197,80526.16051,80319.30457,80673.5246,108.7923123,288.3256525,286.8753722,289.3010794,0.678023198,291.9362682,287.2304179,297.7183896,3.365217634,0.280197233,-0.483788205,1.042700869,0.436047067,-0.580071801,-0.954200248,-0.067191329,0.260545999,0.000260669,2.74e-06,0.002474713,0.000520497,1616,7
"4886",4886,4943,83,2023-04-28,"Medellin, Belen - I.E Pedro Justo Berrio",12.37999826,0.078503972,0.444006472,3.84e-10,6.3e-10,2.67e-10,2.13e-09,7.74e-10,9.25e-10,1.36e-09,3.08e-10,293.2423683,18.40013088,1540.045688,433.3811145,80550.88644,80362.43014,80718.96173,108.967278,289.169674,286.3765901,291.7792343,1.502309178,291.2815752,286.6822697,297.6577108,3.5230343,0.114839248,-0.768908902,0.922085153,0.449143554,-0.339368504,-0.891719304,0.029230968,0.247311896,0.000918292,3.03e-06,0.006867752,0.001438724,1616,5
"4887",4887,4944,83,2023-05-01,"Medellin, Belen - I.E Pedro Justo Berrio",13.6763125,0.090535567,0.449177188,3.97e-10,1.56e-09,6.26e-10,2.24e-09,6.29e-10,7.82e-10,2.2e-09,5.36e-10,378.1531601,15.66812136,1314.133213,493.6861167,80582.37595,80322.88342,80771.13183,126.3232542,288.255606,286.9711069,289.790189,0.78376937,292.0646215,286.9741653,298.6696759,4.371699713,0.145766412,-0.384324042,1.000335643,0.407948058,-0.644631783,-0.982378028,-0.301163764,0.162261515,0.000106638,4.18e-10,0.001223604,0.000257543,1616,1
"4888",4888,4945,83,2023-05-02,"Medellin, Belen - I.E Pedro Justo Berrio",13.90952,0.177566897,0.449177188,3.56e-10,1.66e-09,6.84e-10,2.59e-09,9.3e-10,7.2e-10,2.77e-09,5.93e-10,530.4165611,35.44404488,1787.6829,691.8284846,80489.29887,80181.85142,80646.64243,146.1483983,287.9041622,285.3651148,289.3686433,1.085045695,292.9854138,286.9573383,299.5565732,4.362911183,-0.039404401,-0.795160545,0.542792665,0.443659498,-1.096112929,-1.687971598,-0.590905483,0.312084533,1.32e-05,0,9.07e-05,2.77e-05,1616,2
"4890",4890,4947,83,2023-05-05,"Medellin, Belen - I.E Pedro Justo Berrio",23.51522917,0.142102615,0.449177188,3.72e-10,1.66e-09,7.44e-10,3.31e-09,1.27e-09,9.83e-10,4.07e-09,9.65e-10,490.1578629,27.96511403,1750.671321,661.7580624,80420.88183,80222.53842,80582.02297,108.4223375,287.6024837,286.2378811,289.9381559,0.936988095,293.8141015,288.33638,300.1938293,4.286455405,-0.155649859,-0.874150038,0.87717551,0.573089317,-1.050408722,-1.513734021,0.11099854,0.415273834,3.79e-05,0,0.000460241,0.000113085,1616,5
"4891",4891,4948,83,2023-05-07,"Medellin, Belen - I.E Pedro Justo Berrio",16.8767725,0.246020646,0.449177188,4.16e-10,2.3e-09,1.02e-09,3.27e-09,1.45e-09,5.82e-10,3.29e-09,7.62e-10,366.8120339,26.69276647,1246.254971,475.041864,80499.7653,80306.65145,80656.09791,107.8253326,288.2735448,287.0111422,290.360353,0.844276649,292.9034642,287.5656489,299.3047632,4.115329214,-0.091773228,-0.804420192,0.943962083,0.6007554,-0.760387889,-1.216410731,-0.29957925,0.293162748,1.61e-05,0,0.000168249,3.63e-05,1616,7
"4892",4892,4949,83,2023-05-18,"Medellin, Belen - I.E Pedro Justo Berrio",20.55027708,0.10781263,0.449177188,2.92e-10,1.35e-09,5.62e-10,2.35e-09,1.41e-09,1.84e-09,1.87e-09,5.14e-10,369.0386472,14.49560903,1503.715091,508.0170114,80542.98638,80367.69838,80679.35308,95.37197166,288.7612562,286.0974986,290.9418255,1.021568136,293.1565032,287.1356336,300.0266008,4.327437546,-0.083685435,-0.301306926,0.308024803,0.199281686,-0.625593432,-1.113893115,-0.291557106,0.233552209,5.96e-05,5.44e-10,0.000610804,0.000133241,1616,4
