"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"15",15,1,2015-01-21,"MER",35.7083333333333,0.471659724,0.160253245,1.43e-09,2.17e-10,8.44e-11,4.67e-09,9.9e-09,4.2e-09,9.03e-09,2.18e-09,542.487470146686,22.3528243827034,2156.29172158327,739.370063371322,74930.5078307029,74718.7462731399,75065.2567169701,100.454133034927,279.038411781663,277.483318959539,280.137175165333,0.788970592875252,286.771358620233,280.363305711171,294.524805709803,4.67885631036191,1.48753441552317,0.700065126257016,3.12694904840262,0.700073806941093,0.581151943028746,-0.0586738108512558,2.38773698235096,0.67466512159018,7.18908267739287e-05,0,0.000983875327368472,0.000210462343059162,2241,3
"16",16,1,2015-01-22,"MER",25.8095238095238,0.166933907,0.160253245,9.86e-10,1.59e-10,5.92e-11,2.8e-09,5.38e-09,2.94e-09,3.07e-09,8.75e-10,655.865240484875,34.3614614507607,2007.42198289114,803.957810163659,74922.9176620386,74762.6604419176,75065.7530219826,79.3681812547881,279.146189134232,277.665957053135,280.714266372754,0.847362661462732,286.643494564948,280.317216439975,294.479363527327,4.72314470488588,2.36660166155094,1.49305336384445,4.2745575363099,0.983176752495437,1.06954616512208,0.23080730897079,2.73358827880878,0.683961778305802,1.48156611996544e-05,0,0.000310018867439548,6.30762997605802e-05,2241,4
"17",17,1,2015-01-23,"MER",29.4583333333333,0.456000001,0.160253245,1.11e-09,1.87e-10,7.37e-11,3.16e-09,8.4e-09,2.06e-09,2.48e-09,7.28e-10,659.862042046998,29.7223012796902,2297.90291329615,855.390241974719,74968.3461398926,74797.7737985521,75090.2871924118,84.5356280846204,277.667573465382,276.012463303099,279.534564568607,1.0510909176412,285.749223289296,279.161365119244,294.103599234381,5.14384676174618,1.93588090300273,1.29619178848342,3.0928865413569,0.591114895841387,1.03118443798287,0.342433054130253,2.70935911588364,0.77698295417377,1.42074917232993e-05,0,0.000215399869752978,4.56523646678234e-05,2241,5
"19",19,1,2015-01-26,"MER",25.4583333333333,0.445438538,0.160253245,9.39e-10,2.92e-10,1.16e-10,2.81e-09,8.39e-09,4.09e-09,3.34e-09,7.16e-10,548.5834599955,101.761022428711,1722.07865708851,572.387048318357,75217.9071690121,74998.2484949662,75389.6439646852,101.053453835375,279.497033274266,276.700458693019,282.317315361517,1.52302108784838,285.467962081505,280.187308235964,292.266113835641,4.14547154714494,-1.70050595050923,-2.14550156316597,-1.14261858752814,0.23860832192709,0.0677602045118046,-0.806527691093594,1.27109097018235,0.496538798269048,3.05651420245338e-05,0,0.000223771821258186,7.26393613809927e-05,2241,1
"20",20,1,2015-01-27,"MER",28.4166666666667,0.203792918,0.160253245,7.46e-10,3.54e-10,1.38e-10,2.33e-09,1.09e-08,2.42e-09,9.64e-10,2.18e-10,606.315643031282,25.9631628255763,2187.21870696733,778.422667567117,75237.6761878382,75072.2854518773,75385.6576037984,90.3426072393009,276.275405217835,275.631293226819,277.194522386117,0.488668969908753,285.705121388076,278.420853007486,295.531200234524,5.97126127360605,-1.71827177194165,-3.97921710316668,-0.313554945906985,0.967304678635465,0.132406875126008,-0.338916457234338,0.409078556424557,0.207917008166102,1.75992508026135e-07,0,3.46476163472648e-06,7.04911285979321e-07,2241,2
"21",21,1,2015-01-28,"MER",23,0.056477013,0.160253245,4.71e-10,1.93e-10,8.5e-11,1.62e-09,7e-09,1.19e-09,1.41e-09,3.45e-10,608.599867994376,44.0433828500649,2048.16009355329,708.553877992887,75205.2654981265,74982.4625576986,75332.3308221389,107.510003247042,276.31963416656,273.480551740531,278.980680696002,1.44019787156096,285.784143781688,277.340384569471,295.391290292486,6.16641795566195,-2.05988502965582,-4.10226718691693,-0.736560808646659,1.02634131990818,-0.281871996186541,-1.3262290235727,0.682845680515671,0.626884129078999,7.08498682249928e-08,0,4.23302176248477e-07,1.22718336336594e-07,2241,3
"22",22,1,2015-01-29,"MER",18.7916666666667,0.040708568,0.160253245,5.2e-10,1.92e-10,8.65e-11,1.95e-09,8.08e-09,9.57e-10,1.82e-09,4.21e-10,611.97105192012,40.6997998225005,2089.55223903069,768.400642338272,75096.0246707804,74932.4112366117,75238.7560567092,89.964460463447,274.279049637316,270.949990045441,277.676083589237,1.8685195248494,285.369025225938,277.139297761757,294.900698750039,6.23564109688288,-2.16744954966404,-3.8490905828621,-0.940615598705905,0.911094963571825,0.00784295641227113,-1.03886619236949,0.855630635263549,0.632461665314149,7.7834614919416e-08,0,4.42902956118183e-07,1.39340194186205e-07,2241,4
"23",23,1,2015-01-30,"MER",27.2916666666667,0.292535197,0.160253245,6.87e-10,3.08e-10,1.4e-10,2.14e-09,9.27e-09,1.03e-09,1.9e-09,4.59e-10,606.327544863213,106.064019073632,2094.39885041764,686.380111442656,75079.8002072573,74813.8043689158,75272.4280355069,122.970695487944,274.221832541511,269.733129251605,276.653226433432,1.61568464913775,283.866624018861,276.518288665728,293.104887005271,5.8530732423745,-1.59155957869106,-3.15759004159098,0.048179432426683,0.760028000847841,-0.216772640464356,-0.768760011061526,0.415070810348833,0.381071925084163,1.56934736643195e-06,0,9.56273910579232e-06,2.68578263331638e-06,2241,5
"25",25,1,2015-02-01,"MER",16.0833333333333,0.156745535,0.161882343,9.26e-10,2.34e-10,1.03e-10,2.83e-09,7.46e-09,1.68e-09,5.24e-09,1.16e-09,681.944628593355,31.3405528441171,2082.41275089304,821.82973287631,74846.1459121498,74681.3286660035,74990.6725216428,89.9592500380953,275.102542126505,273.440035781287,277.369753218649,0.951806621762324,284.830664918784,278.088386733195,292.469969497501,5.16830804560835,2.44755350226877,1.498940703413,4.7372950533286,1.13168502378902,1.01502729915304,0.125243593260054,2.43802167384405,0.749246969360102,3.0488795147773e-11,0,4.92239589039663e-10,1.04798598059619e-10,2241,7
"26",26,1,2015-02-04,"MER",22.0833333333333,0.049933906,0.161882343,9.86e-10,1.96e-10,9.11e-11,2.77e-09,8.25e-09,1.33e-09,2.82e-09,6.31e-10,754.421657283145,21.6920645131005,2446.42467636173,944.940796369893,74900.3240120171,74692.693020042,75059.9694567082,94.5975531773961,277.644662020426,275.580550613651,279.196428502622,1.0438686856666,285.147116906949,277.858404258648,294.05929831805,5.37471855449829,1.42130570691575,0.805428380054764,2.54184936035465,0.434410729886187,0.965895657983273,0.0213996293951873,2.78701997949506,0.840615172359277,8.05036173189238e-06,0,9.73836876052999e-05,2.2306631003236e-05,2241,3
"27",27,1,2015-02-05,"MER",22.4583333333333,0.240167158,0.161882343,9.06e-10,1.77e-10,8.1e-11,2.53e-09,8.51e-09,3.78e-09,5.72e-10,1.3e-10,646.396207522414,81.4963364574108,2100.64658744719,744.570128718221,75047.8188799885,74742.7206333235,75294.5052771821,136.074501544713,277.754484233561,275.490168329538,279.153458951814,1.01345891233182,285.061102763237,279.201563813568,293.112704201648,4.84563049315072,-1.42467148094232,-3.21888291780804,0.992608741837382,0.957985222336135,0.137238520097565,-0.826013018275596,1.03992028824292,0.493227875695313,4.56111405968386e-06,0,2.02441354382885e-05,5.84628263175804e-06,2241,4
"28",28,1,2015-02-06,"MER",25.695652173913,0.366188415,0.161882343,6.54e-10,3.29e-10,1.37e-10,2.01e-09,6.82e-09,3.52e-09,1.9e-09,3.52e-10,612.968195412793,101.767600362773,1856.28809553136,603.934297803715,75262.1370633448,75043.6824950398,75423.0285698256,106.206620878201,275.733502407695,272.43574422296,277.485429535598,1.40239210940063,283.775735516986,277.285913873023,292.535794139574,5.26122126029597,-2.02887175146166,-3.58128333669579,-1.05023178358876,0.712952455400944,-0.205531232909578,-1.08411415190921,0.234723688422217,0.296696058581127,3.63337150182192e-07,0,2.3930695284771e-06,6.43974580255132e-07,2241,5
"29",29,1,2015-02-07,"MER",28.6666666666667,0.013175018,0.161882343,8.34e-10,4.14e-10,1.76e-10,2.43e-09,1.13e-08,1.54e-09,3.78e-09,7.56e-10,630.037378861936,18.9756776236741,2378.59821393162,839.581319944557,75123.1927881483,74853.4002738917,75284.1625807219,122.535175539072,271.209378651889,262.807998041887,274.125946375405,2.55182258064564,283.90516584388,274.913430075469,295.249093611038,7.05609612992018,-1.29599463772144,-3.07547393173968,0.180168553921687,0.966631634129711,0.264150324684262,-0.469815781874321,0.653225636364253,0.315028711387682,1.3509526910216e-08,0,2.33527082031229e-07,4.89679248362727e-08,2241,6
"31",31,1,2015-02-09,"MER",22.6086956521739,0.056175138,0.161882343,8.85e-10,6.42e-10,2.59e-10,4.45e-09,1.01e-08,1.66e-09,8.89e-10,2.15e-10,671.653582988309,18.838728741756,2312.45372953602,869.74863669106,75016.5672653763,74794.1640177365,75231.1913505033,115.518528148939,267.554477615143,263.040929534107,270.429135411415,1.65319689394887,285.162920979485,275.879135837327,293.874287620474,5.98414697557895,-1.6046666412929,-3.50673754636626,-0.338504518706556,1.14312436436511,-0.426745964023525,-1.62764744396095,0.220354349531059,0.637671047330734,0,0,0,0,2241,1
"33",33,1,2015-02-11,"MER",33.4583333333333,0.625833154,0.161882343,1.16e-09,6.77e-10,2.62e-10,3.97e-09,1.31e-08,2.03e-09,1.94e-09,4.16e-10,613.552008439209,19.0461520879512,2709.28287397697,831.126135701579,74819.2164394813,74640.3902877508,74962.0528079531,88.561389879721,275.711668460413,269.617950280098,280.275745294462,2.24698698220188,285.647026903939,279.410123438577,293.402248381676,4.63062443800972,0.170680622049185,-1.81895849729011,1.89522113313192,0.911612098789862,0.594808389385137,-0.249569464054487,2.07522988431038,0.565509029824498,0.000145820696727821,0,0.00116179732184627,0.000307478767407912,2241,3
"35",35,1,2015-02-18,"MER",29.75,0.280892825,0.161882343,1.3e-09,2.57e-10,1.01e-10,3.66e-09,1.17e-08,1.59e-09,1.17e-09,2.54e-10,646.518586180072,23.4239265813355,2513.90947969491,889.91679851474,75099.1544935454,74889.7190064519,75292.921787864,113.810782991132,277.572279471988,276.0951129365,279.603967282798,1.07183500436284,287.166626219416,279.987077513154,295.829143503601,5.4982010999026,0.0706761492019563,-1.07254904456022,0.802535987110233,0.470292360287456,0.59116522743269,-0.447235258853645,2.13189549139827,0.653559126915087,1.30776129345765e-06,0,7.42164469011714e-06,2.14116400019217e-06,2241,3
"37",37,1,2015-02-20,"MER",34.9565217391304,0.344457264,0.161882343,1.2e-09,3.7e-10,1.39e-10,3.47e-09,8.06e-09,2.09e-09,2.03e-09,5.18e-10,714.350559004086,20.1153297181171,2456.23841054669,954.177933413745,75032.3986018678,74761.6446830879,75163.8856019099,116.202598135836,277.507138284144,274.330493664178,279.853365242859,1.27175314457304,287.491157346748,279.991464356488,295.603094695961,5.50849444210727,0.216696359781536,-1.78078451019566,1.44459561362498,0.964757197790673,0.808667039663435,-0.0669170046328201,2.10021681450603,0.6824710517588,3.44081154687543e-06,0,3.30903852144185e-05,8.02274226936575e-06,2241,5
"41",41,1,2015-02-24,"MER",34.5416666666667,0.382493023,0.161882343,9.01e-10,3.2e-10,1.26e-10,3.24e-09,7.39e-09,2.07e-09,1.55e-09,4.37e-10,818.474719049027,20.4700084591091,3019.74096048983,1080.01389192841,75150.4540396864,74849.4820753207,75302.4991695853,128.330981268156,275.142389990567,269.49247899639,277.76458606672,1.94112992258305,288.17313127068,279.033460020485,298.296036437912,6.791419671801,-0.43528191724149,-2.27322543394553,1.44348557918782,1.4696921247752,0.296035157852728,-1.34655989923687,0.815369054124363,0.448241103433706,1.46166596106253e-07,0,1.43980221263562e-06,3.72397817673107e-07,2241,2
"42",42,1,2015-02-26,"MER",21.6666666666667,0.243733984,0.161882343,8.93e-10,4.18e-10,1.61e-10,3.4e-09,6.2e-09,2.01e-09,5.17e-09,1.4e-09,830.414185566527,35.580174217344,2621.20073441672,993.462735985479,74696.8016333155,74514.8832469922,74824.5225334079,87.3818386087855,277.900767703951,275.425845436934,279.562060074611,1.18060570603307,288.701827973359,280.893273924187,296.42217747216,5.39137587440423,1.98649218114108,1.49104284283608,3.34447007780246,0.534471527727531,1.23933408980617,0.478642241335285,2.79389492160514,0.712514699950974,3.40152688576567e-06,0,3.61665245766027e-05,9.10417397165823e-06,2241,4
"43",43,1,2015-02-27,"MER",21.45,0.093662575,0.161882343,1.11e-09,6.63e-10,2.43e-10,3.6e-09,7.49e-09,1.44e-09,5.28e-09,1.32e-09,820.003878152378,38.7588376348512,2588.05081205659,991.634966071375,74744.8174082933,74545.2218501116,74902.2578309267,99.0347910870941,274.625661541868,273.446320849764,276.277370798165,0.760141423629463,287.660020179585,279.854552703226,296.363277999418,5.61470347151691,2.14851013017307,1.12975600624415,4.12950158690766,1.14804226531111,0.987227878479249,0.0133835043994559,2.54968188335666,0.814901051897697,2.05283370367377e-06,0,1.68320321642488e-05,4.73147825784817e-06,2241,5
"44",44,1,2015-02-28,"MER",19.7083333333333,0.133015365,0.161882343,1.02e-09,5.45e-10,2.05e-10,3.18e-09,6.81e-09,1.9e-09,5.14e-09,1.23e-09,787.469224033897,27.2922341814147,2917.84373718125,983.517489066361,74945.0565480767,74672.3086869775,75156.5694079939,121.245470208838,277.316359754893,275.786516416438,278.650810713758,0.668138199371278,287.697337427,279.547437250413,297.138026000731,6.03906199228565,1.46050412231196,0.801758588644269,2.55076462340625,0.381434410457268,0.423779513253003,-0.201617859951305,1.97572041704652,0.511370165619679,8.18124583671054e-08,0,1.38227884001249e-06,3.00777844695853e-07,2241,6
