"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","DEM","dayWeek"
"8802",8933,3,2020-03-31,"FLD",17,0.098897921,0.183149227,1.09e-09,1.54e-09,4.75e-10,2.62e-09,7.72e-09,3.07e-09,9.32e-09,1.93e-09,345.8087267,13.62924285,1202.652691,445.5589461,87879.26711,87816.11439,87926.74886,34.46010319,279.7478543,278.3041986,281.6357075,0.892991798,290.9033397,284.9037189,298.5988343,4.920787782,0.287791854,-0.093420655,0.770324269,0.339417664,0.503036995,-1.674828177,2.391472454,1.378943703,0,0,0,601,2
"8803",8934,3,2020-04-01,"FLD",19,0.070858773,0.169753333,9.56e-10,2.38e-09,6.75e-10,2.56e-09,7.72e-09,2.9e-09,1.67e-08,3.2e-09,350.5485224,16.0543076,1183.312883,452.5625504,87994.0919,87889.85572,88132.23436,67.43916898,278.5257435,276.8140195,280.178635,0.988795052,290.421701,284.0403525,297.8727101,4.974072864,0.536965584,-0.125591546,1.30334907,0.443604991,0.471584928,-1.051425956,2.279194846,1.166836422,0,0,0,601,3
"8804",8935,3,2020-04-02,"FLD",18,0.035904249,0.169753333,9.35e-10,1.68e-09,5.41e-10,3.22e-09,6.34e-09,1.61e-09,7.78e-09,1.48e-09,255.6678368,18.36945237,967.8784625,348.3202492,87895.19284,87783.3171,88071.82566,90.28516275,273.6482079,267.6627875,279.4618606,3.480542349,291.0498916,281.8321186,302.20006,7.488737702,0.331310698,-0.192794972,0.996689989,0.366879142,-0.268941239,-2.128683589,2.252121953,1.648658608,0,0,0,601,4
"8806",8937,3,2020-04-05,"FLD",16,0.094873149,0.169753333,9.35e-10,2.71e-09,7.53e-10,2.35e-09,6.26e-09,1.73e-09,1.46e-08,3.08e-09,440.884603,22.47695969,1465.944441,562.4932702,87823.54248,87567.88681,88028.0644,161.5941909,279.7827186,278.1579458,280.8469652,0.754865971,288.4345884,283.9309142,293.905585,3.542617728,0.18457429,-0.394733648,0.846427467,0.360793185,0.552169051,-1.251948373,2.205341134,1.240110343,0,0,0,601,7
"8807",8938,3,2020-04-06,"FLD",16,0.041728892,0.169753333,8.96e-10,2.52e-09,7.18e-10,2.43e-09,7.47e-09,1.97e-09,1.03e-08,2.17e-09,381.8153023,17.67677192,1462.326021,538.4226492,88029.1922,87883.4597,88146.80363,78.68095503,275.8150603,272.9923652,279.91927,1.950832553,288.9748348,280.5768229,298.2587675,6.486887195,0.380519674,-0.163767933,1.192571954,0.374959164,-0.19992697,-1.895799958,1.944277408,1.389357529,0,0,0,601,1
"8809",8940,3,2020-04-08,"FLD",23,0.12782816,0.169753333,1.15e-09,7.17e-09,2.03e-09,3.52e-09,8.96e-09,2.44e-09,1.16e-08,2.84e-09,311.9510656,15.35762644,1153.299559,425.3751735,87833.64308,87726.93616,87938.86681,68.18967718,276.4109033,272.761225,282.3739673,2.751253411,288.3671772,281.7129806,295.0697564,4.746848878,0.238890279,-0.193217758,0.915724864,0.363533457,0.217535576,-1.286912878,2.479150032,1.393587938,0,0,0,601,3
"8811",8942,3,2020-04-10,"FLD",26,0.208813836,0.169753333,9.62e-10,3.71e-09,1.05e-09,2.82e-09,1.03e-08,3.79e-09,6.9e-09,2.02e-09,310.5746258,18.89323113,1037.008753,389.3339366,87861.40518,87783.33801,87933.75933,47.558267,280.5245518,278.6278089,283.8946781,1.521387701,287.2840274,283.4017063,292.5651098,3.266317544,0.384553328,0.004487229,0.863589386,0.273154884,0.542235937,-0.542198069,2.192388565,1.030204962,0,0,0,601,5
"8812",8943,3,2020-04-13,"FLD",22,0.152804117,0.169753333,9.52e-10,2.38e-09,7.24e-10,2.81e-09,9.18e-09,4.5e-09,1.19e-08,2.42e-09,269.337514,16.10739777,1065.577382,382.6510304,88231.35946,88068.53253,88344.31451,84.27021575,276.7991423,274.2395427,281.2704147,2.042374808,284.166964,276.6763518,292.422085,5.472284367,0.330934689,-0.189635125,0.76385697,0.281051571,-0.288964702,-1.877446308,1.475902625,1.072009125,0.00065065,0.00065065,0.00065065,601,1
"8813",8944,3,2020-04-14,"FLD",22,0.144902066,0.169753333,9.67e-10,1.72e-09,6.02e-10,2.83e-09,8.45e-09,2.51e-09,3.73e-09,7.4e-10,216.0545729,14.88855268,934.3065403,322.5859223,87985.27283,87849.0889,88101.4985,77.01789139,272.875493,268.1250388,280.4132133,3.290528735,284.6722801,275.9453819,294.9782919,7.304147325,0.17898063,-0.07645149,0.710808581,0.276221196,-0.252167338,-1.465145908,1.730033992,1.225834687,0,0,0,601,2
"8815",8946,3,2020-04-16,"FLD",39,0.197797562,0.169753333,1.56e-09,1.69e-09,5.13e-10,6.05e-09,1.42e-08,6.17e-09,6.29e-09,1.76e-09,201.8814483,14.96476562,793.215872,283.7040066,88294.90889,88146.8444,88457.31116,91.14927806,277.4870311,273.0422207,282.1802429,2.992862552,285.844897,278.7088708,294.2469049,5.722014519,0.335831583,-0.109704864,1.09650939,0.416087905,0.073462686,-1.338159429,1.843569032,1.060651368,0,0,0,601,4
"8816",8947,3,2020-04-17,"FLD",32,0.094707434,0.169753333,1.26e-09,2.03e-09,6.05e-10,3.92e-09,9.33e-09,3.85e-09,3.76e-09,1.02e-09,168.2647631,14.09683476,668.5017165,239.6977162,88278.11441,88083.027,88433.827,111.3501285,275.6172381,270.8871751,281.6248215,3.21658841,287.1806118,278.3892356,297.7808034,7.302398437,0.362654807,-0.146687963,1.036503576,0.431746931,-0.142995914,-1.358518373,1.531380003,1.117917694,0,0,0,601,5
"8817",8948,3,2020-04-18,"FLD",25,0.185597594,0.169753333,1.07e-09,2.28e-09,6.86e-10,2.87e-09,6.75e-09,1.78e-09,5.49e-09,1.51e-09,188.5722902,13.68567863,690.3618344,258.7869124,88113.25995,88027.83767,88207.49457,45.20272648,276.6654092,271.0183721,285.6680309,4.179537836,288.4617752,280.7203872,297.628026,6.286207176,0.299425024,-0.128458347,0.909733665,0.360826888,0.031022875,-1.188317659,1.645057408,1.126621111,0,0,0,601,6
"8818",8949,3,2020-04-19,"FLD",17,0.063082548,0.169753333,9.37e-10,3.31e-09,9.4e-10,2.21e-09,7.2e-09,1.19e-09,1.38e-08,2.41e-09,199.3130838,15.51606324,727.2364156,269.3604394,88134.81437,88019.43746,88202.3412,57.89243561,279.4947015,274.4112705,284.8351718,3.179346283,289.7370603,282.2858737,297.7463815,5.736116728,0.454867061,-0.153843723,1.382449099,0.49833373,-0.103723462,-1.655087646,1.68100606,1.133747693,8.59e-09,8.59e-09,8.59e-09,601,7
"8821",8952,3,2020-04-27,"FLD",7,0.171679947,0.169753333,8.85e-10,2.26e-09,6.49e-10,2.04e-09,1.33e-08,3.18e-09,2.99e-09,6.37e-10,319.484922,15.30681315,1082.395333,393.1115364,88076.95462,87986.40043,88225.24159,53.16822827,279.0603699,276.5633328,281.4170477,1.572352779,284.2431654,280.2768302,289.1127281,3.076268081,0.051262972,-0.345338243,0.473306865,0.204750694,0.865246056,-0.807793437,2.73779225,1.177863809,0,0,0,601,1
"8822",8953,3,2020-04-28,"FLD",14,0.042907611,0.169753333,7.03e-10,3.77e-09,1.11e-09,1.65e-09,9.38e-09,1.95e-09,4.02e-09,7.67e-10,312.6883223,25.55384421,1173.344471,372.7094169,88323.87138,88176.58274,88459.21272,82.37359922,277.7790792,273.9424635,281.8140802,2.488924906,284.9037965,278.3103071,292.7771316,4.866701565,0.423686714,-0.007705256,1.29661704,0.449438135,-0.010293785,-2.20145423,1.465212956,1.074238772,0.00035495,0.00035495,0.00035495,601,2
"8825",8956,3,2020-05-01,"FLD",34,0.08646115,0.172911069,1.11e-09,1.58e-09,4.69e-10,2.51e-09,8.82e-09,2.03e-09,4.01e-09,8.4e-10,150.2293918,14.96507994,660.6536783,223.2921899,88054.62622,87948.4164,88185.4907,80.73673232,271.636288,266.6393708,277.5389595,3.355969314,285.2525845,276.3833622,295.4604218,7.0734653,0.20391925,-0.102879972,0.750889793,0.277936398,-0.368239654,-1.650099595,1.752535334,1.221567101,0,0,0,601,5
"8827",8958,3,2020-05-04,"FLD",26,0.135933094,0.172911069,1.13e-09,2.37e-09,7.14e-10,2.71e-09,7.97e-09,1.71e-09,9.9e-09,1.66e-09,232.5392902,20.87613038,876.6225093,309.9530532,87995.49326,87890.32136,88112.84341,71.86881201,279.0422898,277.4774324,281.1618541,1.109926653,287.2521039,282.6672841,292.7916527,3.498802963,0.538398901,-0.145095209,1.324044204,0.443061395,-0.020876004,-1.633030482,1.707867032,1.072590063,0,0,0,601,1
"8828",8959,3,2020-05-05,"FLD",22,0.060205899,0.172911069,1.18e-09,3.09e-09,8.76e-10,4.19e-09,8.29e-09,1.4e-09,5.24e-09,1.17e-09,180.9123383,14.80489285,759.9854973,262.0655312,88019.52906,87896.9824,88121.90146,60.91909969,273.6081419,268.8706549,279.6941228,2.923067614,286.777898,279.2676542,294.67646,5.548333248,0.547467113,-0.051105021,1.284173547,0.4943557,-0.483066036,-1.510974816,1.180571586,0.920099585,0,0,0,601,2
"8829",8960,3,2020-05-06,"FLD",21,0.107275033,0.172911069,9.87e-10,3.78e-09,9.61e-10,3.89e-09,8.36e-09,8.99e-10,5.16e-09,1.06e-09,123.6439994,14.90894727,565.0817997,187.7705798,87934.80458,87763.14813,88045.85232,96.2438535,270.3592858,265.656623,276.1121451,3.193720159,285.8658062,275.900565,297.3589834,7.9303105,0.274515218,-0.087555181,1.036807253,0.349533357,-0.68615837,-1.61071356,0.886736901,0.944932506,0,0,0,601,3
"8830",8961,3,2020-05-09,"FLD",40,0.143853318,0.172911069,1.83e-09,2.59e-09,7.41e-10,8.6e-09,1.89e-08,3.98e-09,6.17e-09,2.17e-09,237.1458405,17.99621971,915.0270599,335.0063091,87990.74943,87821.67612,88124.13661,85.1770742,276.9437969,273.6952004,280.9277811,1.726274483,285.5562843,279.7787662,292.7767486,4.410732859,0.030658652,-0.489145575,0.393302361,0.252153617,0.074623519,-1.667045575,2.368523101,1.399792956,0,0,0,601,6
"8832",8963,3,2020-05-11,"FLD",22,0.151561157,0.172911069,9.47e-10,5.1e-10,1.65e-10,2.02e-09,6.38e-09,8.23e-10,5.81e-09,1.2e-09,172.9280972,15.99872046,689.1422617,241.7097439,87959.59645,87863.7344,88082.34452,68.20765656,275.1928186,270.4956734,279.9297555,2.587012973,284.5140971,279.3311853,291.5009118,4.633777583,0.14279638,-0.233569548,0.560904304,0.257594766,-0.103112634,-1.456664185,1.903715764,1.207266182,0,0,0,601,1
"8834",8965,3,2020-05-14,"FLD",25,0.062356799,0.172911069,1.06e-09,2.52e-09,7.63e-10,2.12e-09,8.79e-09,1.44e-09,6.87e-09,1.32e-09,166.589105,14.5538907,707.0301498,249.7181734,88329.76234,88243.31132,88406.92581,48.81763624,269.6654072,266.514983,272.7841738,2.000591759,282.9873916,274.796585,292.3045222,6.639296555,0.344095165,-0.131286337,1.33926343,0.463607745,-0.492250294,-1.545935047,1.839669819,1.067013591,0,0,0,601,4
"8835",8966,3,2020-05-15,"FLD",25,0.058297132,0.172911069,9.62e-10,2.84e-09,8.26e-10,2.27e-09,8.75e-09,1.19e-09,6.09e-09,1.52e-09,149.164158,15.80453026,620.7362278,215.9444407,88266.70857,88031.06588,88376.7951,121.1395324,273.0988352,269.5928247,279.3886979,2.740727444,286.115984,279.0544721,295.3119531,5.961500665,0.39682073,-0.152749301,1.100805766,0.442995442,-0.558372613,-1.620638933,1.216571965,1.113218449,0,0,0,601,5
"8838",8969,3,2020-05-18,"FLD",29,0.138954485,0.172911069,1.12e-09,1.22e-09,3.56e-10,2.29e-09,8.26e-09,9.4e-10,3.09e-09,8.51e-10,185.2616547,15.33999389,772.4385614,274.0571187,87986.00002,87918.8059,88050.41425,34.35067494,275.4233602,270.4133906,279.3147988,2.674303871,285.1950981,280.7320359,290.7679868,3.568616935,0.110923878,-0.13855379,0.578325532,0.224695476,-0.1530415,-1.313888226,1.818008093,1.231024074,8.59e-09,8.59e-09,8.59e-09,601,1
"8839",8970,3,2020-05-22,"FLD",29,0.114674507,0.172911069,9.97e-10,3.45e-09,9.24e-10,2.12e-09,1.05e-08,2.16e-09,3.52e-09,6.71e-10,88.30730126,16.992904,341.5303434,107.5801438,88412.76518,88277.70718,88567.26152,94.86297456,269.474452,266.2328702,274.3399999,2.192898768,277.3094074,269.9012781,288.2324264,6.80875109,0.277527889,-0.111419644,1.104129688,0.384178115,-1.289431044,-2.656612883,0.310925026,0.838934131,9.38e-07,9.38e-07,9.38e-07,601,5
"8840",8971,3,2020-05-23,"FLD",32,0.165742273,0.172911069,1.16e-09,1.49e-09,4.55e-10,2.31e-09,1.06e-08,2.1e-09,1.66e-09,3.48e-10,62.9477559,14.42825751,227.1821627,78.73542012,88246.22273,88172.51434,88392.43298,57.92670902,268.822455,263.3564944,276.668038,3.992659185,280.6281426,272.5231351,293.0673061,8.011866956,0.142728551,-0.139697194,0.959569499,0.30830561,-0.994131178,-1.626908922,0.69453699,0.702530235,0,0,0,601,6
"8842",8973,3,2020-05-25,"FLD",22,0.105653298,0.172911069,5.75e-10,6.6e-10,2.01e-10,1.03e-09,5.99e-09,5.23e-10,1.55e-09,3.86e-10,49.07243764,15.31570101,183.4207827,56.73264549,87992.90567,87817.27899,88184.95653,122.0721422,275.0914118,270.9349031,282.9186374,3.487753256,286.921685,278.1399597,298.0378607,7.225919394,0.150016931,-0.076615626,0.775382391,0.251505052,-1.096475178,-1.909106664,0.246756626,0.670180324,0,0,0,601,1
"8844",8975,3,2020-05-31,"FLD",49,0.297537636,0.172911069,9.92e-10,2.18e-09,6.26e-10,2.15e-09,1.17e-08,2.67e-09,3.24e-09,7.16e-10,168.5261192,14.88166044,713.460095,249.9957169,88124.51335,88032.05105,88228.92659,52.61384069,277.1277268,273.7544299,280.3572985,2.071202013,281.7917495,276.9717424,287.8013324,3.799107057,0.125573506,-0.354975685,0.80279424,0.330249419,-0.182628771,-1.258880309,1.71385829,1.009878374,1.55e-05,1.55e-05,1.55e-05,601,7
"8845",8976,3,2020-06-01,"FLD",30,0.265935632,0.158281218,1.11e-09,2.17e-09,6.12e-10,2.42e-09,1.48e-08,3.03e-09,2.69e-09,6.07e-10,159.1793248,15.23895492,742.2645604,234.3781772,88345.67752,88177.32096,88518.62615,103.1112771,274.6296422,270.8468444,278.8332801,2.666352323,280.3325376,274.3437028,287.8178317,4.898711675,0.220418235,-0.07663078,0.974738114,0.321905825,-0.449427089,-1.780098175,1.364155407,1.042367823,0,0,0,601,1
"8846",8977,3,2020-06-04,"FLD",24,0.12377269,0.158281218,1.11e-09,3.05e-09,7.99e-10,2.2e-09,6.82e-09,1.74e-09,8.95e-09,1.47e-09,160.7797981,21.90868864,577.7688602,192.4989481,88109.61568,87963.9248,88255.47292,103.7213786,270.9910726,265.4637158,276.9306014,3.731449867,275.7443692,270.3171743,282.8618363,4.868351366,-0.017096087,-0.380408388,0.360701988,0.232690114,-0.119957233,-1.064013562,1.708467984,0.902596978,0.000102492,0.000102492,0.000102492,601,4
"8849",8980,3,2020-06-07,"FLD",39,0.172922997,0.158281218,1.11e-09,1.58e-09,4.61e-10,2.48e-09,1.31e-08,2.36e-09,7.73e-09,1.19e-09,125.348048,14.6851903,548.0228046,178.6780671,88090.31632,88015.79729,88179.99048,42.84929128,269.9550303,264.0424432,275.6312447,3.782493728,276.2778732,271.2411668,283.1118802,4.45113944,-0.016858174,-0.304652876,0.41135814,0.201107396,-0.278979241,-1.437522598,1.594626918,1.080896812,0,0,0,601,7
"8851",8982,3,2020-06-12,"FLD",16,0.193970856,0.158281218,3.2e-10,1.21e-09,3.78e-10,6.84e-10,7.94e-09,1.33e-09,6.3e-09,1.25e-09,235.8144648,36.39004668,453.0406401,119.016794,88141.8535,87903.43455,88519.52892,235.185279,276.346727,272.6789463,277.363496,1.004838285,278.5800609,275.4079443,280.2531495,1.131153689,-0.443889971,-1.489317893,0.892987161,0.694202273,-0.108469788,-1.451134423,1.077515232,0.831140336,0.00018805,0.00018805,0.00018805,601,5
"8852",8983,3,2020-06-13,"FLD",28,0.091523101,0.158281218,5.96e-10,5.52e-10,1.69e-10,1.02e-09,7.93e-09,1.14e-09,1.8e-09,3.41e-10,36.09189226,16.54194735,132.3631863,32.07803062,88317.21206,87988.15307,88577.11632,209.2344346,266.2835831,259.5642061,272.1859183,4.489229728,274.8656774,268.6472553,284.2731022,5.712952748,0.04655206,-0.211073743,0.51878815,0.237041236,-1.899604614,-2.457634921,-1.314591476,0.347694192,0,0,0,601,6
"8853",8984,3,2020-06-14,"FLD",20,0.099952555,0.158281218,6.52e-10,9.53e-10,2.81e-10,1.2e-09,1.01e-08,8.5e-10,6.37e-09,1.02e-09,34.99774545,16.59778456,105.8490225,28.38116103,87691.27935,87558.06278,87985.17662,148.1677228,267.1057498,262.7901352,273.647583,3.790480105,277.0722037,271.9927962,286.5403482,5.725186085,-0.086522892,-0.212181721,0.367396139,0.182569214,-1.677433507,-2.4292174,0.240874589,0.770957899,0,0,0,601,7
"8854",8985,3,2020-06-30,"FLD",21,0.16943078,0.158281218,5.68e-10,4.84e-10,1.41e-10,9.37e-10,6.6e-09,1.96e-09,1.09e-08,1.7e-09,54.41507679,18.5190774,178.2544143,46.37465493,88331.79933,88082.56609,88502.74292,108.394221,270.7262417,267.3337206,272.6582729,1.550039218,275.5421834,270.470075,280.4574004,3.307620297,-0.017854825,-0.3417297,0.418077132,0.203800318,-1.456995177,-2.292321283,-0.627389807,0.393595234,0.000184069,0.000184069,0.000184069,601,2
"8855",8986,3,2020-07-02,"FLD",28,0.180016275,0.139831712,8.63e-10,4.35e-10,1.39e-10,1.48e-09,1.21e-08,1.44e-09,3.27e-09,7.22e-10,63.43007899,17.6240143,211.6117935,55.23693345,88168.90541,87971.77523,88288.45999,106.2626198,272.1071418,268.6384619,276.9565502,2.112107368,277.7222612,272.7480385,284.2606049,3.886608696,0.155681645,-0.201019185,0.764969427,0.282768982,-1.673280105,-2.465132817,-0.702149488,0.667371306,1.58e-06,1.58e-06,1.58e-06,601,4
"8856",8987,3,2020-07-03,"FLD",30,0.149788716,0.139831712,9.84e-10,1.21e-09,3.6e-10,1.79e-09,8.89e-09,1.19e-09,2.71e-09,6.05e-10,94.34148639,14.81368062,386.8783681,119.8435715,87941.60827,87764.6022,88055.78002,97.63741403,270.6201396,266.7036968,276.0120526,3.132748744,279.3065854,275.8512493,283.4487572,2.574312943,-0.237935535,-0.472306528,0.41378502,0.210657953,-0.627579411,-1.634213374,1.247462433,1.006780569,0,0,0,601,5
"8857",8988,3,2020-07-08,"FLD",23,0.05923122,0.139831712,7.15e-10,5.97e-10,1.74e-10,1.2e-09,1.3e-08,2.25e-09,2.35e-09,4.85e-10,88.36250555,21.14793086,286.1141324,85.02509925,88409.06095,88233.46076,88597.41799,95.05867989,273.5309284,271.8490505,274.8655995,0.956807336,277.0779844,275.0375092,281.2568024,1.94602017,-0.150543689,-0.694309625,0.861600359,0.419604071,-1.096855839,-1.685647194,-0.636341175,0.294546009,5.39e-05,5.39e-05,5.39e-05,601,3
"8858",8989,3,2020-07-13,"FLD",44,0.087309858,0.139831712,1.01e-09,2.12e-09,6e-10,1.94e-09,9.98e-09,9.53e-10,3.82e-09,7.54e-10,41.07600221,16.70919125,148.1799999,41.38138293,88327.84076,88231.89087,88476.93885,73.11730754,270.8443667,266.5830207,275.4147959,2.859629444,278.7607492,274.0229396,284.9351422,3.775169869,-0.062348936,-0.187966541,0.270092586,0.151120997,-1.887361239,-2.284631678,-1.326587373,0.288648258,0,0,0,601,1
"8859",8990,3,2020-07-14,"FLD",26,0.111147677,0.139831712,7.93e-10,3.21e-10,1.2e-10,1.37e-09,9.43e-09,8.17e-10,3.82e-10,1.12e-10,43.14728746,15.22930888,165.4125721,49.47415703,88102.59494,87887.70468,88335.72961,140.9315342,268.2207327,265.3139364,272.2313384,2.256378928,277.1302414,272.5144482,285.4917559,4.927526951,-0.015814765,-0.228076266,0.549835079,0.245762445,-1.524159088,-1.984452543,-0.508719672,0.531469528,0,0,0,601,2
"8860",8991,3,2020-07-15,"FLD",33,0.09072838,0.139831712,8.25e-10,2.39e-09,7.18e-10,2.04e-09,9.78e-09,1e-09,1.23e-09,3.77e-10,52.97348729,15.0535665,183.6392935,62.25693614,87855.35569,87765.34588,87969.87909,63.22664655,267.7736031,264.3119527,272.1719705,3.187689354,277.146082,272.1408467,284.9054432,4.347230834,-0.074465051,-0.284337371,0.547864457,0.246844836,-1.217260047,-2.029770189,0.130562489,0.807151987,0,0,0,601,3
"8861",8992,3,2020-07-20,"FLD",10,0.093942308,0.139831712,7.11e-10,7.75e-10,2.4e-10,1.93e-09,1.18e-08,3.47e-09,1.2e-08,2.39e-09,93.97764946,20.9249664,291.3137997,92.27861891,87732.08526,87632.60173,87876.3664,77.39334684,274.9303958,272.5903117,277.0444452,1.363159049,280.1394055,276.7936043,284.8060945,2.503164564,-0.025267431,-0.402433562,0.569958747,0.299114465,-0.4474224,-1.62261598,0.468919652,0.647473595,0.000406298,0.000406298,0.000406298,601,1
"8864",8995,3,2020-07-28,"FLD",33,0.133,0.139831712,8.74e-10,1.28e-09,3.62e-10,1.81e-09,7.58e-09,1.02e-09,2.64e-09,5.34e-10,69.55287249,18.15634444,238.5147307,66.53346004,88279.09759,88142.3302,88390.30282,76.70055432,268.7098256,263.7530361,273.1189632,3.104402699,276.1505539,270.5359256,283.880908,4.796053276,0.120317917,-0.245113502,0.824569224,0.294689576,-1.817708608,-2.627395377,-0.715271959,0.676880855,0,0,0,601,2
"8865",8996,3,2020-07-29,"FLD",36,0.083098891,0.139831712,8.26e-10,1.75e-09,4.88e-10,1.95e-09,9.9e-09,1.02e-09,4.07e-09,7.92e-10,42.62058891,14.65038026,168.271462,48.69358454,88031.51118,87787.83469,88227.8787,143.9187554,266.2757008,261.7728422,272.1350985,3.882227123,276.4115024,270.6524945,285.9470686,5.834760826,-0.016785753,-0.234904087,0.451046321,0.23669002,-1.609123754,-2.189793362,-0.781257726,0.469450798,0,0,0,601,3
"8866",8997,3,2020-08-02,"FLD",36,0.085698339,0.150776795,1.23e-09,3.72e-09,1.04e-09,3.96e-09,1.26e-08,2.02e-09,6.72e-09,1.78e-09,42.82896608,15.45416576,168.677247,48.27149676,88187.36733,88017.25432,88314.20052,96.00357224,271.3682636,266.7187689,277.4356002,2.986165595,279.1483026,273.4938149,287.5006343,5.367560584,0.016449928,-0.293353605,0.528439688,0.258314274,-1.121432812,-1.765888787,-0.063060831,0.586998679,1.64e-06,1.64e-06,1.64e-06,601,7
"8869",9000,3,2020-08-09,"FLD",34,0.049171275,0.150776795,1.2e-09,2.21e-09,5.42e-10,4.61e-09,8.78e-09,1.15e-09,2.58e-09,6.57e-10,99.5800667,13.68624977,391.5748194,127.5939021,88125.58475,87994.35851,88229.13529,85.43783217,273.09262,269.5096775,277.8127181,3.063127951,282.1065343,278.3510727,284.9286126,2.089887936,-0.034081665,-0.627941745,0.720042594,0.291180878,-0.419372758,-1.852841469,1.342039487,1.093768261,0,0,0,601,7
"8870",9001,3,2020-08-11,"FLD",23,0.027345821,0.150776795,7.65e-10,1.04e-09,3.14e-10,2.01e-09,5.06e-09,5.46e-10,2.81e-09,5.01e-10,85.65502364,14.40882003,313.5249712,99.96024842,87897.73278,87672.85304,88161.39609,173.8305691,265.7717726,257.7727819,272.0110194,4.603954976,277.3928258,271.2538756,285.8963187,5.352998349,0.431445661,-0.053974227,1.359945037,0.399854865,-0.920926188,-1.906595651,0.553442279,0.916891882,0,0,0,601,2
"8871",9002,3,2020-08-12,"FLD",32,0.10534543,0.150776795,1.07e-09,1.06e-09,3e-10,2.39e-09,7.84e-09,1.04e-09,5.72e-09,1.01e-09,105.1914787,14.93937737,409.6109549,137.1936517,87794.87111,87683.65203,87905.54358,75.78652462,267.0630158,260.1114509,273.0128109,3.937438947,276.8432742,271.5676315,283.5297782,4.359606475,0.083738008,-0.285446807,1.01275656,0.35417095,-0.59673919,-1.368560883,0.804596567,0.759816337,0,0,0,601,3
"8873",9004,3,2020-08-17,"FLD",25,0.098336975,0.150776795,1.07e-09,6.67e-10,1.98e-10,2.33e-09,8e-09,1.07e-09,3.5e-09,6.9e-10,123.8590271,14.28301465,560.0502807,179.5875411,87935.37473,87862.62879,87999.46489,44.22376485,267.3485895,262.2391616,273.076611,3.742076465,276.838529,269.7326773,285.7139397,6.306484581,0.013757827,-0.256240614,0.638265114,0.259324188,-0.727150011,-1.860767605,1.13218238,1.116146739,0,0,0,601,1
"8875",9006,3,2020-08-21,"FLD",27,0.042848802,0.150776795,1.2e-09,1.12e-09,3.01e-10,2.94e-09,9.26e-09,1.32e-09,5.75e-09,1.11e-09,93.25128607,14.35697961,391.4594107,130.3856727,88040.00769,87869.09096,88243.26834,117.4959165,266.7083849,262.8232457,274.5359181,2.939493613,279.6869077,271.5039346,291.0766302,7.641422726,-0.009634132,-0.300340811,0.713495055,0.287562383,-1.086707077,-1.918588088,0.69611559,0.924462227,0,0,0,601,5
"8877",9008,3,2020-08-24,"FLD",8,0.119,0.150776795,6.57e-10,1.73e-09,4.03e-10,1.47e-09,9.85e-09,3.97e-09,1.03e-08,1.43e-09,200.3773918,18.30332544,853.5098204,259.339637,87382.49111,87228.31853,87534.3308,74.88330702,271.8454674,264.462134,278.6616287,4.1021087,280.0312772,277.1658968,284.427237,2.574346099,-0.025253811,-0.380405014,0.345070644,0.183886532,0.246997903,-0.971064883,1.525752339,0.641601989,1.11e-05,1.11e-05,1.11e-05,601,1
"8878",9009,3,2020-08-30,"FLD",25,0.092422696,0.150776795,9.09e-10,5.34e-10,1.67e-10,2.27e-09,7.61e-09,1.89e-09,2.24e-09,4.76e-10,158.343885,21.53184284,595.3373552,192.6315527,88005.94144,87755.53706,88227.27382,156.1631667,272.2137725,267.5891913,276.9370519,2.620109428,278.848604,271.9420958,286.330534,4.872430643,0.426168673,-0.045038022,0.850720444,0.290394354,-0.542581291,-2.107674801,0.900927163,1.025076535,4.09e-06,4.09e-06,4.09e-06,601,7
"8879",9011,3,2020-09-03,"FLD",33,0.089703982,0.168637269,1.07e-09,1.28e-09,3.14e-10,2.44e-09,8.83e-09,4.54e-09,3.33e-09,7.49e-10,240.944738,15.37353077,902.3486415,325.3072239,88028.33546,87903.64496,88150.34678,76.0871836,272.9797262,269.1348035,277.0215573,2.850566289,280.5303765,276.3635749,286.4775787,3.871484794,0.089781839,-0.403096463,1.013833386,0.396329106,-0.087938338,-1.190485484,1.556128137,0.890954027,0,0,0,601,4
"8880",9012,3,2020-09-05,"FLD",26,0.102187686,0.168637269,8.84e-10,7.81e-10,2.2e-10,2.89e-09,9.66e-09,2.43e-09,5.07e-09,8.8e-10,280.0218368,45.1529838,1127.659739,338.0773433,88089.71429,87854.7275,88318.23448,194.1775003,275.9319998,273.4613769,278.9193876,1.539366122,280.0097788,275.9451397,284.2485321,3.053233906,-0.025229752,-0.744202863,1.074054642,0.508103799,0.100817952,-1.311955692,1.529279131,0.749470995,8.97e-05,8.97e-05,8.97e-05,601,6
