"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","DEM","dayWeek"
"17624",17970,8,2015-03-30,"OHG",21.4167,0.135951853,0.22691754,9.01e-10,1.41e-09,4.52e-10,2.72e-09,7.58e-09,1.83e-09,1.13e-08,1.95e-09,456.1277131,22.00850824,1572.907911,579.7898864,90056.45671,89937.49896,90194.18903,76.95024324,281.5552085,280.353188,283.8322497,0.818652321,289.9217962,286.1484552,294.0816161,2.745894088,0.041329754,-0.386249162,1.021817275,0.348900564,0.71249127,-0.691820321,2.246157408,0.973848726,-1.36e-20,-1.36e-20,-1.36e-20,541,1
"17626",17972,8,2015-03-31,"OHG",25.3333,0.035046322,0.22691754,8.38e-10,1.53e-09,4.44e-10,2.72e-09,8.28e-09,2.06e-09,1.06e-08,1.81e-09,339.832297,15.94646238,1221.692121,448.2698611,90165.64022,89954.48873,90364.70648,142.2370216,276.9816746,272.1988389,282.0971092,2.987601758,289.1799566,280.892389,297.9423134,5.97358555,0.489954696,-0.200331752,1.231797191,0.518042348,0.060996706,-1.511381686,1.647729302,1.202240908,0,0,0,541,2
"17629",17975,8,2015-04-02,"OHG",29.7083,0.069285435,0.257006839,1.03e-09,1.42e-09,4.41e-10,3.03e-09,8.26e-09,2.22e-09,5.89e-09,1.13e-09,306.4364266,15.38727904,1097.672232,401.8603067,89962.24123,89880.59879,90034.43732,50.44285986,277.8518756,273.8580067,281.9764371,2.134146234,290.851471,284.4575795,297.1622768,4.522484077,0.351255368,-0.170586257,1.017656447,0.402987783,0.516381239,-1.322281946,2.304234016,1.281511846,0,0,0,541,4
"17630",17976,8,2015-04-02,"OHG",29.7083,0.069285435,0.257006839,1.03e-09,1.42e-09,4.41e-10,3.03e-09,8.26e-09,2.22e-09,5.89e-09,1.13e-09,306.4364266,15.38727904,1097.672232,401.8603067,89962.24123,89880.59879,90034.43732,50.44285986,277.8518756,273.8580067,281.9764371,2.134146234,290.851471,284.4575795,297.1622768,4.522484077,0.351255368,-0.170586257,1.017656447,0.402987783,0.516381239,-1.322281946,2.304234016,1.281511846,0,0,0,541,4
"17631",17977,8,2015-04-03,"OHG",18.2083,0.13423562,0.257006839,9.33e-10,2.34e-09,6.39e-10,3.29e-09,7.14e-09,1.6e-09,5.61e-09,1.31e-09,341.5989753,17.20874147,1168.515564,430.9921228,89909.00959,89790.8202,89978.04988,55.73020696,279.8235906,276.0471549,284.3681797,2.083384389,289.661417,283.6054699,296.1663107,4.408774631,0.338614613,-0.168152031,0.978955206,0.374778938,0.61148988,-0.955385536,2.448380153,1.276481474,0,0,0,541,5
"17632",17978,8,2015-04-03,"OHG",18.2083,0.13423562,0.257006839,9.33e-10,2.34e-09,6.39e-10,3.29e-09,7.14e-09,1.6e-09,5.61e-09,1.31e-09,341.5989753,17.20874147,1168.515564,430.9921228,89909.00959,89790.8202,89978.04988,55.73020696,279.8235906,276.0471549,284.3681797,2.083384389,289.661417,283.6054699,296.1663107,4.408774631,0.338614613,-0.168152031,0.978955206,0.374778938,0.61148988,-0.955385536,2.448380153,1.276481474,0,0,0,541,5
"17633",17979,8,2015-04-04,"OHG",16.8333,0.092654211,0.257006839,7.83e-10,2.61e-09,7.09e-10,1.91e-09,6.65e-09,1.29e-09,3.82e-09,8.91e-10,383.3740455,26.75918155,1304.27258,480.1852125,89744.6313,89615.4092,89940.6293,99.15524977,281.3933006,278.7828032,284.5152688,1.943406071,289.3951545,284.414417,296.0370737,4.365235012,0.42057386,-0.328941837,1.070420383,0.46059702,0.571645798,-1.033126549,2.176513522,1.099089695,0,0,0,541,6
"17634",17980,8,2015-04-04,"OHG",16.8333,0.092654211,0.257006839,7.83e-10,2.61e-09,7.09e-10,1.91e-09,6.65e-09,1.29e-09,3.82e-09,8.91e-10,383.3740455,26.75918155,1304.27258,480.1852125,89744.6313,89615.4092,89940.6293,99.15524977,281.3933006,278.7828032,284.5152688,1.943406071,289.3951545,284.414417,296.0370737,4.365235012,0.42057386,-0.328941837,1.070420383,0.46059702,0.571645798,-1.033126549,2.176513522,1.099089695,0,0,0,541,6
"17635",17981,8,2015-04-05,"OHG",21.125,0.090101164,0.257006839,9.32e-10,3.61e-09,1.03e-09,2.21e-09,6.98e-09,1.58e-09,3.75e-09,7.83e-10,406.1658001,16.62727451,1545.381077,565.5502629,89797.63188,89748.16513,89861.86833,31.8114667,278.6833347,274.261559,282.7657375,2.774021423,290.4390187,282.44747,299.3799394,6.095036168,0.328631195,-0.195759635,1.003587834,0.429066065,0.221552184,-1.395938077,2.068900958,1.303454566,0,0,0,541,7
"17639",17985,8,2015-04-07,"OHG",23.375,0.148484781,0.257006839,1.22e-09,3.94e-09,1.13e-09,2.61e-09,1.16e-08,4.57e-09,3.97e-09,9.1e-10,465.2791027,39.84023657,1382.905064,503.6105753,89839.50019,89701.91655,89989.2308,88.12373135,282.3614865,280.7603295,283.6811401,0.851991935,288.7304485,285.2604162,294.4915716,3.180829514,0.267567774,-0.533219583,1.188325216,0.40463947,1.057641163,-1.156852552,2.125104067,0.762274609,2.73e-08,2.73e-08,2.73e-08,541,2
"17640",17986,8,2015-04-07,"OHG",23.375,0.148484781,0.257006839,1.22e-09,3.94e-09,1.13e-09,2.61e-09,1.16e-08,4.57e-09,3.97e-09,9.1e-10,465.2791027,39.84023657,1382.905064,503.6105753,89839.50019,89701.91655,89989.2308,88.12373135,282.3614865,280.7603295,283.6811401,0.851991935,288.7304485,285.2604162,294.4915716,3.180829514,0.267567774,-0.533219583,1.188325216,0.40463947,1.057641163,-1.156852552,2.125104067,0.762274609,2.73e-08,2.73e-08,2.73e-08,541,2
"17641",17987,8,2015-04-08,"OHG",35.9167,0.124104862,0.257006839,8.95e-10,2.7e-09,7.99e-10,1.88e-09,7.57e-09,3.35e-09,1.97e-09,5.12e-10,352.1459076,17.75997738,1232.133371,456.9558077,89773.86504,89633.11659,89888.3927,70.64674419,279.5028061,274.7184832,283.1367387,2.554299217,288.8998269,282.7989604,295.7679164,4.537999715,0.421886044,-0.265853429,1.350773807,0.522328652,0.567683934,-0.808130002,2.23968128,1.188177265,0,0,0,541,3
"17643",17989,8,2015-04-09,"OHG",27.2917,0.043807642,0.257006839,9.06e-10,1.11e-09,3.41e-10,1.86e-09,7.6e-09,2.23e-09,2.84e-09,5.38e-10,292.6221509,15.53785565,1050.848916,387.3863274,89873.0158,89753.63853,89949.01516,51.42658636,279.4799326,275.7050816,283.4354847,2.408089808,290.2309148,283.8570861,297.4987125,4.981139123,0.618811427,-0.069568494,1.471268322,0.548776623,0.226865163,-1.233819413,1.832341757,1.193107694,0,0,0,541,4
"17644",17990,8,2015-04-09,"OHG",27.2917,0.043807642,0.257006839,9.06e-10,1.11e-09,3.41e-10,1.86e-09,7.6e-09,2.23e-09,2.84e-09,5.38e-10,292.6221509,15.53785565,1050.848916,387.3863274,89873.0158,89753.63853,89949.01516,51.42658636,279.4799326,275.7050816,283.4354847,2.408089808,290.2309148,283.8570861,297.4987125,4.981139123,0.618811427,-0.069568494,1.471268322,0.548776623,0.226865163,-1.233819413,1.832341757,1.193107694,0,0,0,541,4
"17645",17991,8,2015-04-10,"OHG",32.5001,0.043147831,0.257006839,8.75e-10,1.54e-09,4.42e-10,2.02e-09,7.09e-09,1.49e-09,3.96e-09,7.17e-10,236.5349867,16.23800705,867.4290928,322.4337557,89880.62863,89754.7535,89987.90769,72.59714999,276.4808716,271.4026205,282.4092057,2.942564766,291.3592107,283.2409738,300.6375345,6.442061512,0.712292779,-0.062152883,1.93221533,0.724359169,-0.240434782,-1.427960673,1.538449268,1.136878077,0,0,0,541,5
"17646",17992,8,2015-04-10,"OHG",32.5001,0.043147831,0.257006839,8.75e-10,1.54e-09,4.42e-10,2.02e-09,7.09e-09,1.49e-09,3.96e-09,7.17e-10,236.5349867,16.23800705,867.4290928,322.4337557,89880.62863,89754.7535,89987.90769,72.59714999,276.4808716,271.4026205,282.4092057,2.942564766,291.3592107,283.2409738,300.6375345,6.442061512,0.712292779,-0.062152883,1.93221533,0.724359169,-0.240434782,-1.427960673,1.538449268,1.136878077,0,0,0,541,5
"17648",17994,8,2015-04-11,"OHG",37.4584,0.057117182,0.257006839,8.08e-10,3.86e-09,1.04e-09,2.05e-09,5.47e-09,9.61e-10,4.3e-09,8.84e-10,228.8978391,15.07421506,850.4198816,311.1607139,89723.54547,89634.51926,89806.002,46.35109409,275.1802193,269.3679026,283.4556596,3.675059535,291.315272,283.5690685,299.5508351,5.581619249,0.366983798,-0.28971148,1.231369562,0.564492535,0.0419193,-1.326156899,2.344453101,1.545257137,0,0,0,541,6
"17649",17995,8,2015-04-12,"OHG",36.2501,0.122293708,0.257006839,1.08e-09,3.85e-09,1.07e-09,3.93e-09,9.33e-09,2.6e-09,5.89e-09,1.75e-09,285.2509871,14.78145682,1103.874326,396.3584371,89756.52469,89659.6714,89853.21979,63.83503008,278.9706461,272.1595624,283.7492054,3.792344487,289.873864,282.4600929,297.0898484,5.073162808,0.200197636,-0.32916371,0.976560355,0.448331128,0.361041626,-1.285605944,2.321928218,1.387680431,-2.12e-22,-2.12e-22,-2.12e-22,541,7
"17650",17996,8,2015-04-12,"OHG",36.2501,0.122293708,0.257006839,1.08e-09,3.85e-09,1.07e-09,3.93e-09,9.33e-09,2.6e-09,5.89e-09,1.75e-09,285.2509871,14.78145682,1103.874326,396.3584371,89756.52469,89659.6714,89853.21979,63.83503008,278.9706461,272.1595624,283.7492054,3.792344487,289.873864,282.4600929,297.0898484,5.073162808,0.200197636,-0.32916371,0.976560355,0.448331128,0.361041626,-1.285605944,2.321928218,1.387680431,-2.12e-22,-2.12e-22,-2.12e-22,541,7
"17651",17997,8,2015-04-13,"OHG",38.9584,0.146949737,0.257006839,1.21e-09,3.94e-09,1.09e-09,4.6e-09,1.07e-08,3.61e-09,4.04e-09,1.24e-09,342.7346242,16.71008276,1330.820684,451.4496781,90011.33445,89879.31539,90138.48763,74.02247084,281.5056207,278.6273104,284.4385492,1.403202191,289.682139,284.6282672,296.9693445,4.147204211,0.293103165,-0.227500664,0.964704771,0.353304564,0.497973753,-1.039842148,2.257678197,1.219299367,1.69e-21,1.69e-21,1.69e-21,541,1
"17652",17998,8,2015-04-13,"OHG",38.9584,0.146949737,0.257006839,1.21e-09,3.94e-09,1.09e-09,4.6e-09,1.07e-08,3.61e-09,4.04e-09,1.24e-09,342.7346242,16.71008276,1330.820684,451.4496781,90011.33445,89879.31539,90138.48763,74.02247084,281.5056207,278.6273104,284.4385492,1.403202191,289.682139,284.6282672,296.9693445,4.147204211,0.293103165,-0.227500664,0.964704771,0.353304564,0.497973753,-1.039842148,2.257678197,1.219299367,1.69e-21,1.69e-21,1.69e-21,541,1
"17653",17999,8,2015-04-14,"OHG",36.8751,0.197339357,0.257006839,1.57e-09,5.26e-09,1.49e-09,7.68e-09,1.23e-08,5.83e-09,4.41e-09,1.37e-09,383.973316,19.67508673,1440.390314,509.6456088,89966.45852,89852.16963,90149.44184,87.49846756,280.2465979,276.8766487,284.1261514,2.095916803,289.3445149,283.8622831,295.9031324,4.216570742,0.296139432,-0.155713257,0.988769965,0.323804868,0.467630116,-1.063759631,2.587145244,1.353696343,0,0,0,541,2
"17654",18000,8,2015-04-14,"OHG",36.8751,0.197339357,0.257006839,1.57e-09,5.26e-09,1.49e-09,7.68e-09,1.23e-08,5.83e-09,4.41e-09,1.37e-09,383.973316,19.67508673,1440.390314,509.6456088,89966.45852,89852.16963,90149.44184,87.49846756,280.2465979,276.8766487,284.1261514,2.095916803,289.3445149,283.8622831,295.9031324,4.216570742,0.296139432,-0.155713257,0.988769965,0.323804868,0.467630116,-1.063759631,2.587145244,1.353696343,0,0,0,541,2
"17655",18001,8,2015-04-16,"OHG",23.8333,0.207400253,0.257006839,9.99e-10,3.07e-09,8.77e-10,2.73e-09,1.06e-08,3.31e-09,4.76e-09,1.09e-09,415.3234518,52.2429603,1294.194254,458.4973509,90180.9228,90008.32035,90335.67281,128.5627653,279.5249426,277.7763642,281.2350317,1.118089528,286.1222105,282.2042947,290.2991137,2.509507367,0.468876671,-0.181051733,1.417059189,0.478567305,1.08825877,0.22502829,1.96567225,0.534121338,-1.36e-20,-1.36e-20,-1.36e-20,541,4
"17656",18002,8,2015-04-16,"OHG",23.8333,0.207400253,0.257006839,9.99e-10,3.07e-09,8.77e-10,2.73e-09,1.06e-08,3.31e-09,4.76e-09,1.09e-09,415.3234518,52.2429603,1294.194254,458.4973509,90180.9228,90008.32035,90335.67281,128.5627653,279.5249426,277.7763642,281.2350317,1.118089528,286.1222105,282.2042947,290.2991137,2.509507367,0.468876671,-0.181051733,1.417059189,0.478567305,1.08825877,0.22502829,1.96567225,0.534121338,-1.36e-20,-1.36e-20,-1.36e-20,541,4
"17657",18003,8,2015-04-17,"OHG",35.1305,0.06027208,0.257006839,9.03e-10,3.8e-09,1.1e-09,2.31e-09,7.38e-09,1.8e-09,2.6e-09,5.73e-10,271.0833488,17.73039584,1032.442239,367.0440772,90254.09527,90067.86342,90367.81878,96.06150576,273.0885719,268.5082867,279.3148345,3.497407634,286.3555855,278.5578415,295.0838332,6.058562245,0.552162312,-0.085180452,1.312819289,0.460445448,-0.135547818,-1.409186538,1.589725065,1.076297511,4.04e-07,4.04e-07,4.04e-07,541,5
"17658",18004,8,2015-04-17,"OHG",35.1305,0.06027208,0.257006839,9.03e-10,3.8e-09,1.1e-09,2.31e-09,7.38e-09,1.8e-09,2.6e-09,5.73e-10,271.0833488,17.73039584,1032.442239,367.0440772,90254.09527,90067.86342,90367.81878,96.06150576,273.0885719,268.5082867,279.3148345,3.497407634,286.3555855,278.5578415,295.0838332,6.058562245,0.552162312,-0.085180452,1.312819289,0.460445448,-0.135547818,-1.409186538,1.589725065,1.076297511,4.04e-07,4.04e-07,4.04e-07,541,5
"17659",18005,8,2015-04-18,"OHG",30.75,0.035907792,0.257006839,9.66e-10,4.24e-09,1.13e-09,2.27e-09,9.08e-09,1.93e-09,3.24e-09,6.12e-10,279.7777891,15.60064478,1122.69749,390.534962,89803.9868,89598.38392,90086.0551,157.6721121,270.7884155,266.1130688,278.2566722,3.662098457,287.2323351,278.8937399,297.2812623,6.704759774,0.047298836,-0.21191689,0.718618846,0.298992027,0.018911361,-1.443377751,2.569164044,1.589551445,0,0,0,541,6
"17660",18006,8,2015-04-18,"OHG",30.75,0.035907792,0.257006839,9.66e-10,4.24e-09,1.13e-09,2.27e-09,9.08e-09,1.93e-09,3.24e-09,6.12e-10,279.7777891,15.60064478,1122.69749,390.534962,89803.9868,89598.38392,90086.0551,157.6721121,270.7884155,266.1130688,278.2566722,3.662098457,287.2323351,278.8937399,297.2812623,6.704759774,0.047298836,-0.21191689,0.718618846,0.298992027,0.018911361,-1.443377751,2.569164044,1.589551445,0,0,0,541,6
"17664",18010,8,2015-04-22,"OHG",41.9584,0.057175723,0.257006839,9.88e-10,2.98e-09,8.17e-10,2.06e-09,8.46e-09,2.24e-09,5.64e-09,1.16e-09,278.1510376,15.65389536,1164.970661,406.5474399,89956.63621,89839.45076,90047.87932,67.22327343,275.0932438,270.7909035,279.9285259,2.609752172,287.1676697,279.5775741,295.8090972,5.924124409,0.305761599,-0.218820527,1.229672309,0.504939408,-0.091535087,-1.581247707,1.726643315,1.176151403,0,0,0,541,3
"17667",18013,8,2015-04-24,"OHG",42.7501,0.035105018,0.257006839,1.18e-09,3.13e-09,9.2e-10,3.06e-09,1.01e-08,3.2e-09,3.67e-09,9.23e-10,194.6444453,15.17704013,805.8697517,284.8431152,89955.03167,89862.34361,90040.94136,45.80051247,271.7676406,264.342834,279.4391959,4.221492842,288.9219818,279.6856781,298.5813561,6.680205986,0.31350032,-0.261003634,1.388020251,0.55959894,-0.223142984,-1.504570869,1.96102154,1.269247307,0,0,0,541,5
"17669",18015,8,2015-04-25,"OHG",56.0834,0.202332245,0.257006839,1.46e-09,9.77e-09,2.81e-09,7.36e-09,9.4e-09,3.81e-09,7.41e-09,2.07e-09,185.1086537,15.49714217,691.7834885,250.388964,89796.84077,89690.87775,89971.98612,79.8120659,274.573415,267.2099448,281.5915483,4.500575758,288.244157,281.5252792,295.6961279,4.904935264,0.196157548,-0.323770726,1.137556408,0.50330067,0.069870915,-1.525100978,2.333053569,1.503342327,-6.62e-24,-6.62e-24,-6.62e-24,541,6
"17670",18016,8,2015-04-25,"OHG",56.0834,0.202332245,0.257006839,1.46e-09,9.77e-09,2.81e-09,7.36e-09,9.4e-09,3.81e-09,7.41e-09,2.07e-09,185.1086537,15.49714217,691.7834885,250.388964,89796.84077,89690.87775,89971.98612,79.8120659,274.573415,267.2099448,281.5915483,4.500575758,288.244157,281.5252792,295.6961279,4.904935264,0.196157548,-0.323770726,1.137556408,0.50330067,0.069870915,-1.525100978,2.333053569,1.503342327,-6.62e-24,-6.62e-24,-6.62e-24,541,6
"17671",18017,8,2015-04-26,"OHG",62.2917,0.224190449,0.257006839,1.92e-09,1.04e-08,3.1e-09,1.08e-08,1.31e-08,5.84e-09,8.29e-09,2.47e-09,194.7514088,16.59866741,734.7449331,262.5214206,89904.11607,89827.47863,90043.12796,66.92203256,277.6137447,274.3609408,281.0935215,2.296038356,287.9424904,283.7356715,294.3826914,4.062239829,0.347515494,-0.318447918,1.250500716,0.516256088,0.173575881,-0.854056351,1.822459541,0.935217425,2.12e-22,2.12e-22,2.12e-22,541,7
"17672",18018,8,2015-04-26,"OHG",62.2917,0.224190449,0.257006839,1.92e-09,1.04e-08,3.1e-09,1.08e-08,1.31e-08,5.84e-09,8.29e-09,2.47e-09,194.7514088,16.59866741,734.7449331,262.5214206,89904.11607,89827.47863,90043.12796,66.92203256,277.6137447,274.3609408,281.0935215,2.296038356,287.9424904,283.7356715,294.3826914,4.062239829,0.347515494,-0.318447918,1.250500716,0.516256088,0.173575881,-0.854056351,1.822459541,0.935217425,2.12e-22,2.12e-22,2.12e-22,541,7
"17673",18019,8,2015-04-27,"OHG",65.9167,0.193082531,0.257006839,1.45e-09,3.6e-09,1.17e-09,5.57e-09,1.06e-08,4.71e-09,3.63e-09,1.32e-09,188.7541147,16.02483355,725.3658947,258.2425807,89841.20434,89725.25564,89911.7049,56.33056917,276.9890097,271.8061328,281.8687932,2.896504994,288.5458626,281.4329851,295.6863464,4.844380422,0.329467069,-0.252482241,1.291383985,0.543287006,-0.023286792,-1.395814759,1.788916998,1.159898625,0,0,0,541,1
"17675",18021,8,2015-04-28,"OHG",55.5834,0.1177858,0.257006839,1.52e-09,4.3e-09,1.35e-09,6.56e-09,1.06e-08,4.06e-09,3.33e-09,1.06e-09,197.5405529,15.78027407,792.158486,280.0934558,89760.58819,89674.81333,89848.21013,55.67842644,276.1195259,268.4621503,281.0547641,3.573185306,287.5699003,280.1621649,295.4077294,5.447752034,0.322668165,-0.249947892,0.951896818,0.396819968,-0.018627172,-1.304053998,1.741914096,1.220291285,-1.32e-23,-1.32e-23,-1.32e-23,541,2
"17678",18024,8,2015-04-29,"OHG",49.6251,0.131296047,0.257006839,1.21e-09,5.94e-09,1.8e-09,3.87e-09,9.86e-09,2.75e-09,3.39e-09,9.35e-10,217.2496509,15.23346415,847.648555,305.2217822,89899.49812,89821.57726,90056.48629,70.18181411,276.8802128,271.215145,281.6961985,3.030613083,287.9691377,281.6688484,295.2010308,4.97484273,0.380791825,-0.135052286,1.203264114,0.530069815,0.02032459,-1.206866084,1.810380353,1.171506953,0,0,0,541,3
"17679",18025,8,2015-04-30,"OHG",46.7084,0.079970151,0.257006839,1.16e-09,4.23e-09,1.32e-09,4.16e-09,8.75e-09,2.1e-09,3.83e-09,9.65e-10,198.2596157,16.26642336,777.3109163,277.0788837,89827.42436,89657.25383,89970.16404,97.51817424,277.1324402,271.3602862,281.8272929,3.051944407,288.4840149,281.5286248,296.0441471,5.113602252,0.438500638,-0.074971068,1.221765699,0.464844581,0.038277914,-1.165185656,1.978952636,1.224666766,-1.32e-23,-1.32e-23,-1.32e-23,541,4
"17680",18026,8,2015-04-30,"OHG",46.7084,0.079970151,0.257006839,1.16e-09,4.23e-09,1.32e-09,4.16e-09,8.75e-09,2.1e-09,3.83e-09,9.65e-10,198.2596157,16.26642336,777.3109163,277.0788837,89827.42436,89657.25383,89970.16404,97.51817424,277.1324402,271.3602862,281.8272929,3.051944407,288.4840149,281.5286248,296.0441471,5.113602252,0.438500638,-0.074971068,1.221765699,0.464844581,0.038277914,-1.165185656,1.978952636,1.224666766,-1.32e-23,-1.32e-23,-1.32e-23,541,4
"17682",18028,8,2015-05-02,"OHG",29.4167,0.269542952,0.178277833,1.7e-09,5.55e-09,1.78e-09,9.39e-09,1.24e-08,3.14e-09,4.86e-09,1.29e-09,377.0759503,38.25066934,1195.977313,412.8180491,89912.35319,89772.42538,90036.34533,83.84273504,279.6061605,278.8488744,280.4755094,0.519072836,284.7764932,281.5396574,288.6252662,2.169612504,0.391246248,-0.369855583,0.777224967,0.312300035,0.852657796,-0.638651423,1.984499239,0.816456327,8.94e-08,8.94e-08,8.94e-08,541,6
"17683",18029,8,2015-05-03,"OHG",26.9583,0.161703571,0.178277833,9.93e-10,3.66e-09,1.06e-09,2.94e-09,9.39e-09,2.11e-09,4.14e-09,8.47e-10,275.1048104,19.04740521,1028.364555,363.2137701,90018.94048,89840.64433,90165.24729,88.65525351,275.0612143,271.677465,279.4799175,1.997251544,283.3360014,276.0612969,290.3075468,4.588939381,0.439028325,-0.284871034,1.364154073,0.526083094,-0.058664278,-2.000317238,1.413504199,1.100082663,5.29e-06,5.29e-06,5.29e-06,541,7
"17684",18030,8,2015-05-03,"OHG",26.9583,0.161703571,0.178277833,9.93e-10,3.66e-09,1.06e-09,2.94e-09,9.39e-09,2.11e-09,4.14e-09,8.47e-10,275.1048104,19.04740521,1028.364555,363.2137701,90018.94048,89840.64433,90165.24729,88.65525351,275.0612143,271.677465,279.4799175,1.997251544,283.3360014,276.0612969,290.3075468,4.588939381,0.439028325,-0.284871034,1.364154073,0.526083094,-0.058664278,-2.000317238,1.413504199,1.100082663,5.29e-06,5.29e-06,5.29e-06,541,7
"17685",18031,8,2015-05-04,"OHG",34.1667,0.042555554,0.178277833,9.65e-10,9.7e-10,2.4e-10,2.03e-09,9.7e-09,1.91e-09,2.17e-09,4.08e-10,222.1932367,15.10325349,977.2864689,338.2223899,89926.76258,89797.14426,90021.14201,66.13872205,270.4252584,263.7063477,276.0225162,3.710613434,283.2872164,275.091706,292.7126238,6.573296564,0.218290136,-0.169731445,0.936523541,0.371826126,-0.232119113,-1.552928555,1.799467258,1.227909449,0,0,0,541,1
"17686",18032,8,2015-05-04,"OHG",34.1667,0.042555554,0.178277833,9.65e-10,9.7e-10,2.4e-10,2.03e-09,9.7e-09,1.91e-09,2.17e-09,4.08e-10,222.1932367,15.10325349,977.2864689,338.2223899,89926.76258,89797.14426,90021.14201,66.13872205,270.4252584,263.7063477,276.0225162,3.710613434,283.2872164,275.091706,292.7126238,6.573296564,0.218290136,-0.169731445,0.936523541,0.371826126,-0.232119113,-1.552928555,1.799467258,1.227909449,0,0,0,541,1
"17687",18033,8,2015-05-05,"OHG",38.9584,0.127804838,0.178277833,1.19e-09,3.3e-09,8.51e-10,2.34e-09,1.03e-08,2.15e-09,7.7e-09,1.35e-09,222.7181807,14.98253385,926.9361161,331.3409406,90048.74177,89947.66579,90162.0819,65.20984803,271.4119388,266.4317216,276.0768029,2.852411739,284.020876,275.5153464,291.9551416,5.734202139,0.283722247,-0.240786928,1.302254193,0.560810627,-0.217553664,-1.366967453,1.260167531,0.965150511,0,0,0,541,2
"17688",18034,8,2015-05-05,"OHG",38.9584,0.127804838,0.178277833,1.19e-09,3.3e-09,8.51e-10,2.34e-09,1.03e-08,2.15e-09,7.7e-09,1.35e-09,222.7181807,14.98253385,926.9361161,331.3409406,90048.74177,89947.66579,90162.0819,65.20984803,271.4119388,266.4317216,276.0768029,2.852411739,284.020876,275.5153464,291.9551416,5.734202139,0.283722247,-0.240786928,1.302254193,0.560810627,-0.217553664,-1.366967453,1.260167531,0.965150511,0,0,0,541,2
"17690",18036,8,2015-05-06,"OHG",52.2917,0.062709236,0.178277833,1.07e-09,1.92e-09,5.37e-10,2.13e-09,1.27e-08,2.81e-09,4.48e-09,9.59e-10,200.9743351,16.18155535,910.4803444,315.3587688,89858.35717,89616.4839,90027.97387,147.4044093,269.9583289,265.0904985,275.5876156,3.100643225,284.9956066,276.5732262,295.3952021,7.151487345,0.265809843,-0.182459044,1.09550991,0.495462065,-0.529828616,-1.794295325,1.293329599,1.107132206,-1.32e-23,-1.32e-23,-1.32e-23,541,3
