"","X","ID","date","estacion","PM25","PM25_hora","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"2098",3370,4,2019-05-24,"EMC II LM-AER",20.45833333,13.30769231,0.062795148,0.512836425725561,1.24e-09,8.75e-09,2.22e-09,2.29e-09,2.48e-09,6.22e-10,1.87e-09,4.92e-10,228.388764978659,86.4684493183521,735.956335369591,204.381575564472,101358.624898046,101120.342388609,101551.852002696,145.057911239211,278.729454771933,276.635019573756,281.478780325199,1.76932992724554,284.124139103483,278.264832290326,293.124789035189,5.51374237625424,-1.04799955390207,-2.57746074434576,-0.383114015786298,0.612753841965815,2.47839155670311,0.844737064204775,3.36971991839718,0.60393052709652,0,0,0,0,17,5
"2100",3377,4,2019-05-31,"EMC II LM-AER",17.41666667,10.92307692,0.166603013,0.512836425725561,6.1e-10,5.25e-09,1.33e-09,1.22e-09,3.8e-09,8.01e-10,1.4e-08,2.59e-09,297.606646744617,73.9524541094082,793.623466652695,239.164888753557,101611.871609463,101394.019677021,101803.518914489,130.193110440277,281.518939261679,279.786029647665,283.559419993677,1.39372210295244,284.523615662398,281.344605715299,289.855761588564,3.27238591449224,0.617624211336879,-1.68874208794694,2.4590592980881,1.59013304831344,-1.77150320538327,-2.72980039142344,-0.0832355513449687,0.773886892556463,4.35284634220322e-06,0,5.5239727891478e-05,1.23134776092958e-05,17,5
"2101",3379,4,2019-06-02,"EMC II LM-AER",28.6,10.66666667,0.060119997,0.520813144693667,1.52e-09,1.19e-08,3.41e-09,2.86e-09,3.1e-09,1.85e-09,2.32e-09,6.96e-10,178.773436986389,48.4308493683569,683.14578864304,202.897842458117,101802.525682846,101661.585451883,101983.172116456,110.000525934551,282.768588880193,279.018893415166,284.778262323631,1.96490213872059,285.352941316126,279.591115583762,291.758919919828,4.04719037422392,-0.714464914111814,-2.35420695657042,0.652373611690249,0.814320013741781,1.69144322015865,-0.915530858001106,2.58142829125798,0.929804133281436,8.31631542338772e-10,0,1.2541189461176e-08,2.89791104577496e-09,17,7
"2102",3380,4,2019-06-03,"EMC II LM-AER",23.75,7.230769231,0.012776846,0.520813144693667,1.45e-09,1.61e-08,4.43e-09,2.78e-09,3.15e-09,1.48e-09,2.06e-09,5.44e-10,263.276702348424,17.153537678091,798.875741118904,207.578671412294,102120.368161748,101945.424291211,102295.327795161,92.6051847209257,282.472988995145,280.82554315421,284.392624928882,1.24099868821837,286.408304575789,281.7539596596,292.450376286925,3.65143549823858,-0.684888091620042,-2.64437970220958,1.14426832970327,1.25491772098818,2.01769462612809,-1.78041567834589,4.01554840064853,1.65140481303659,5.07713763054455e-07,0,6.50894798372148e-06,1.6584954948392e-06,17,1
"2103",3381,4,2019-06-04,"EMC II LM-AER",44.33333333,25.46153846,0.095734358,0.520813144693667,1.35e-09,1.33e-08,3.7e-09,2.89e-09,6.62e-09,1.77e-09,4.24e-09,9.34e-10,358.398389357127,43.3751873382125,823.431554160945,290.933125689532,102146.400166154,101870.828799629,102306.163731425,144.520731468815,282.509928540944,281.444606428744,284.163400148286,0.884826600482303,286.111560722061,282.34226786311,292.170602416789,3.73261067971168,-3.41751136166142,-5.72343449423419,-1.57573714286216,1.33969544366627,-1.39477038115957,-2.50486113625396,-0.48390537882771,0.501843213739039,0,0,0,0,17,2
"2105",3385,4,2019-06-08,"EMC II LM-AER",15.25,9.230769231,0.016867366,0.520813144693667,1.12e-09,8.09e-09,2.12e-09,2.23e-09,2.14e-09,7.05e-10,3.3e-09,6.22e-10,270.359724112098,115.820953322279,687.332098245571,184.127223661379,101666.811698381,101548.586261624,101845.507089525,93.4436820488331,274.465388805851,273.111156483441,277.300022493347,1.31498300231323,283.725029743673,278.256398925566,292.493805497894,5.36812759695129,-1.39877776743168,-2.77898423159589,-0.25556989120019,0.768282852182684,3.26522260974908,1.24833830577847,4.32298976845952,0.954977306213025,0,0,0,0,17,6
"2106",3386,4,2019-06-09,"EMC II LM-AER",36.83333333,25.76923077,0.073645276,0.520813144693667,1.66e-09,7.41e-09,2.05e-09,3.7e-09,5.96e-09,1.04e-09,2.98e-09,6.12e-10,225.691115619715,122.784437938505,452.984144924728,118.118902892405,101461.346692654,101071.839968679,101677.228290172,213.160230842909,278.255618033478,276.773480847827,282.038327888972,1.70097778109475,285.500130748559,279.693982932488,293.544621614942,4.93915532434921,-3.20332958126225,-4.09570554200302,-1.4944827565232,0.756503044876743,-0.107681476316223,-2.29237417963849,1.43157207714734,1.37027600990141,6.62435979674225e-11,0,1.58984635121814e-09,3.24526027492508e-10,17,7
"2107",3391,4,2019-06-19,"EMC II LM-AER",2.388888889,1.625,0.021448081,0.520813144693667,5.15e-10,3.76e-08,8.35e-09,8.97e-10,1.72e-09,7.49e-10,4.63e-09,6.96e-10,1141.5735084569,530.709359487945,1593.79901942742,301.98952153641,101034.092325262,100704.351951548,101560.21982684,279.873216475686,278.739252828691,275.483739668872,279.955130604943,1.42084198995167,285.83584900006,284.326716591156,289.010437496208,1.58815591930308,-0.280473102582983,-3.2572620513023,1.59972993075543,1.55581545737791,7.60706641795296,4.32450864023081,9.16484933416395,1.32672415428094,2.35045172297999e-05,0,0.000280487400107686,7.84286243679647e-05,17,3
"2111",3403,4,2019-07-03,"EMC II LM-AER",4.111111111,2.5,0.018526122,0.457845985509198,8.14e-10,2.36e-08,5.14e-09,1.91e-09,1.31e-09,3.57e-10,6.31e-09,1.01e-09,869.568694388626,224.549563011485,1328.92283875759,362.255125155115,100913.194970336,100558.646251641,101150.790455455,169.012738530474,272.266062143338,271.029095231154,273.539648534964,0.944200929137253,279.642219426508,275.841454824585,283.259524530606,2.42103580388935,2.27256622158457,0.984604817203886,3.47950732979938,0.822455062726449,4.81702182953781,2.68169385207577,5.85730996946352,0.908499304689591,0,0,0,0,17,3
"2112",3404,4,2019-07-04,"EMC II LM-AER",4.076923077,3,0.03559211,0.457845985509198,8.16e-10,4.83e-09,1.33e-09,1.41e-09,1.33e-09,2.62e-10,1.21e-08,2.2e-09,612.663841333613,243.792864477893,1485.86647696255,423.334818235858,101592.560556128,101217.297722404,101974.266401165,239.542916525774,272.327188847144,271.056916418494,273.33374734684,0.591325535650382,278.237121139325,275.047348715426,282.323219594095,2.330650565803,2.73314948431409,1.18599896025114,4.99084765380824,1.03620199542929,3.61265767249373,2.792539984848,4.75539604165991,0.65692799837878,0,0,0,0,17,4
"2113",3405,4,2019-07-05,"EMC II LM-AER",16.5,5.333333333,0.069827009,0.457845985509198,7.57e-10,4.43e-09,1.05e-09,1.32e-09,1.18e-09,5.73e-10,1.13e-08,2.11e-09,628.34966436799,152.274073761326,1299.17141923099,294.040503880018,102450.745508063,102058.94825885,102710.648430276,189.776394596813,272.253172811987,270.516225580229,274.615680703386,1.43245902053216,277.431269414596,273.686777382098,282.409874888308,2.87737171600386,3.07974635217427,0.175694031684056,4.13838726083591,0.96346348303294,3.62292415697496,2.26913929184597,4.62355313071896,0.659926985263924,0,0,0,0,17,5
"2115",3409,4,2019-07-14,"EMC II LM-AER",34.54166667,35.30769231,0.107679678,0.457845985509198,1.57e-09,3.01e-09,8.47e-10,3.27e-09,7.67e-09,1.56e-09,4.59e-09,1.19e-09,110.80737414371,12.3476337848032,451.702010946098,145.936749525448,101722.887385107,101594.488664203,101818.861672611,68.2539117463012,277.443834626565,273.500806882474,281.498025838926,2.66906995793516,278.80631216958,273.920859603465,284.97133069417,3.97296914695626,-0.42117198763043,-1.4797581001333,1.90691021254761,1.0802896650881,-0.781118510862103,-2.19378985989098,0.524379734161178,0.854398249317265,3.7159773261781e-07,0,5.30912243364851e-06,1.13933578764637e-06,17,7
"2116",3410,4,2019-07-15,"EMC II LM-AER",28.26086957,14.33333333,0.10094201,0.457845985509198,1.89e-09,8.34e-09,1.96e-09,3.73e-09,4.97e-09,1.62e-09,4.58e-09,1.1e-09,273.543156995681,37.4367072110003,1129.25811392281,368.215245467906,101810.849461068,101689.593944782,101993.950540201,92.6390134872858,279.10300874653,276.862549168836,281.104076130008,1.15665582384727,282.999292960704,279.65301275601,288.868037544275,3.26610907857108,0.0665379784821843,-2.04257372058378,2.51293029330719,1.50373893384991,1.44376029483388,-1.28272818518983,3.31308085724556,1.393438686696,4.37862890088695e-05,0,0.000436727276814668,9.5911502201484e-05,17,1
"2117",3411,4,2019-07-16,"EMC II LM-AER",34.38888889,31.2,0.069213473,0.457845985509198,2.11e-09,1.23e-08,3.15e-09,3.75e-09,6.61e-09,9.71e-10,2.53e-09,5.67e-10,231.489664195413,12.2208647127181,894.654881290221,319.774834193844,102110.44036,101992.2174409,102294.615410069,86.5393983636401,276.272645964476,272.782900664462,279.265110486944,2.00871505771155,280.622822256195,273.490923873565,288.640184114877,5.46996114617387,-1.03008280648451,-4.03609319705338,1.75883191375537,2.11582640289092,0.558693501247181,-1.37532370412116,2.19032111588761,1.13759323848897,1.47188013014026e-11,0,3.53251231233662e-10,7.21071056276987e-11,17,2
"2118",3412,4,2019-07-17,"EMC II LM-AER",24.81818182,14.25,0.061306787,0.457845985509198,9.89e-10,8.6e-09,2.08e-09,2.37e-09,4.87e-09,1.16e-09,5.06e-09,1.09e-09,372.749485187471,180.938165626963,606.215710823153,155.937973545333,101993.399800581,101556.657352033,102171.228033237,207.425505502622,278.730905753488,277.413104805227,281.003107542821,1.06969592637305,283.89612607138,280.184044408911,289.441009678808,3.41172596304601,-4.28743992393964,-5.63453360767042,-3.22551980696268,0.770156979994218,-1.13580244236755,-2.11558420162908,-0.615245010247017,0.437460157453315,0,0,0,0,17,3
"2120",3418,4,2019-07-24,"EMC II LM-AER",12.17391304,8.615384615,0.061347214,0.457845985509198,1.07e-09,5.07e-09,1.41e-09,2.01e-09,2.27e-09,5.3e-10,3.91e-09,1.02e-09,274.668478026507,52.0980651094368,796.8808949446,249.087238836025,102664.311307213,102471.903714644,102847.61813764,85.2936073105088,275.161828548745,272.98316649033,278.18790933038,1.69064616812007,281.082018514011,276.275033218161,286.100286927829,3.25883289548967,2.41793490658213,1.55596887299106,3.71087351537221,0.465454274793253,-0.093171044975264,-2.03206020329494,0.991075604086575,0.640922284248248,2.18687260837083e-06,0,2.26299643236918e-05,5.25458084306454e-06,17,3
"2121",3420,4,2019-07-27,"EMC II LM-AER",8.083333333,10.07692308,0.090537649,0.457845985509198,1.41e-09,3.19e-09,8.08e-10,2.57e-09,2.58e-09,7.97e-10,4.04e-09,1.02e-09,265.410647711807,32.2547325381078,732.459081483541,206.934013364039,102355.442469782,101992.921557755,102598.093913151,161.140274764257,280.278588078431,277.532544098917,283.728160177148,1.74404765035763,283.577477426363,278.406608564913,288.636616607156,3.16037668023769,0.692454419326095,0.0967478640553509,1.2712100341222,0.380471155727837,1.54239012721326,-2.07055380231833,2.84902987522895,1.43984489150865,1.13690504130972e-06,0,1.18722341355798e-05,2.89408049886427e-06,17,6
"2122",3423,4,2019-07-30,"EMC II LM-AER",15.56521739,10.5,0.027465834,0.457845985509198,1.74e-09,6.97e-09,1.82e-09,3.46e-09,4.13e-09,1.88e-09,3.62e-09,9.31e-10,201.601569809078,19.9906946949333,508.363865316823,144.109530451078,101510.374670255,101305.67698704,101649.162492706,104.193269936502,280.884739015773,278.513745406364,283.129618707091,1.70191940841762,283.258443290443,279.126767235325,289.437685861205,3.57867238382691,-0.774960663604523,-3.51876061807659,0.16195706472123,1.14998189692316,2.06116331721592,0.600076491110216,3.14976872776324,0.732769457378744,6.45401678122883e-06,0,7.86391129545842e-05,2.04549268569049e-05,17,2
"2123",3424,4,2019-07-31,"EMC II LM-AER",16.91666667,13.61538462,0.061511838,0.457845985509198,1.73e-09,1.33e-08,3.43e-09,4.19e-09,4.36e-09,2.58e-09,3.97e-09,1.14e-09,366.251154505915,115.484859285746,924.896581546119,217.863786550086,100852.966710955,100385.49575728,101308.237396818,321.603792686945,283.463595957703,281.448350194285,286.145769125765,1.65082812938989,286.362374278058,282.297521677194,292.418181568501,3.82025646182845,-3.15983992566878,-3.96093925299787,-0.76910240636278,0.959094349617354,1.97590601507863,1.23285951683924,2.68009288054555,0.428882375430987,1.51956149722645e-06,0,2.48497669419508e-05,5.25774887364594e-06,17,3
"2125",3426,4,2019-08-02,"EMC II LM-AER",2.705882353,2.428571429,0.041005212,0.456838312487108,7.32e-10,3.97e-08,8.31e-09,1.39e-09,1.21e-09,4.08e-10,3.76e-09,7.03e-10,1003.44093253894,212.577359591196,1615.19751947044,373.948043588952,101899.001092952,101396.424438459,102267.708388597,256.213373161335,273.008698045099,272.109191076774,274.782017608428,0.800854040107715,282.436289728712,278.499743285972,287.265568795088,3.01756741826852,3.07601075328962,1.22247815308173,4.58460324776375,0.962597888675725,5.07282979851405,2.98011465916044,6.2020565374024,0.82549256380595,0,0,0,0,17,5
"2127",3428,4,2019-08-04,"EMC II LM-AER",36.75,13.61538462,0.039553239,0.456838312487108,1.84e-09,1.02e-08,2.63e-09,3.54e-09,4.9e-09,1.39e-09,5.27e-09,1.22e-09,312.795802912564,52.7558649937781,768.747430079215,256.638663363969,102559.008061845,102345.541649026,102736.642000415,114.556414010327,275.356557103978,273.52360058529,277.938332978497,1.3247196098837,282.853051843415,277.333410769855,290.316848373973,4.7694337474475,-3.55067440592756,-4.86269686169757,-2.1337223893626,0.938665767192296,0.995107567273934,-0.892133100726289,1.58818572283444,0.738028807925462,0,0,0,0,17,7
"2129",3430,4,2019-08-06,"EMC II LM-AER",23.54166667,19.92307692,0.085405139,0.456838312487108,1.24e-09,1.35e-08,3.35e-09,4.9e-09,3.42e-09,1.55e-09,6.52e-09,1.45e-09,607.914137025604,23.121276891256,1022.35540347593,254.628134210207,101272.009766232,100933.081361751,101567.11479915,200.301869158236,281.045144161413,279.006559107066,284.922014788411,1.91359843614105,287.209298477364,282.190677050366,294.511782257611,4.44565306322308,-5.30097047436766,-6.80321468423583,-1.59669873155613,1.54644883724728,0.966997187824434,-1.45884435309105,2.50905153036247,1.09852745894238,0,0,0,0,17,2
"2130",3431,4,2019-08-07,"EMC II LM-AER",18.83333333,12.92307692,0.14075266,0.456838312487108,1.23e-09,1.18e-08,3.13e-09,4e-09,2.13e-09,8.96e-10,1.12e-08,2.72e-09,331.937750221519,14.3176979008744,810.985701980161,267.652420656522,101716.464218451,101184.647273947,102101.950390203,286.847603858524,278.817038999837,275.375315687285,283.587514418372,2.98247682679146,285.074379429686,280.969638496619,289.026797497761,2.74951773416103,2.70369201239741,-0.759955435426994,5.17352513609986,1.43795481172127,-1.47896055104116,-3.09882372208977,0.607877864044656,1.48592142140463,0,0,0,0,17,3
"2131",3434,4,2019-08-10,"EMC II LM-AER",9.208333333,7.615384615,0.073866422,0.456838312487108,1.5e-09,6.02e-09,1.53e-09,3.2e-09,2.45e-09,7.46e-10,5.89e-09,1.38e-09,307.678413982589,66.7597751634728,956.463255347013,306.863244427251,101604.097518284,101373.823748476,101749.763393396,123.291105293335,275.77752217536,273.733237326652,278.25207203026,1.2609741415235,281.400861824577,274.984590404912,289.824499214442,5.54779166962223,-1.45318255457059,-3.79943450950438,1.64404927040803,1.88557510553837,2.60084817741152,1.17418446350036,4.1672005152413,0.805049373316342,6.48542321530927e-07,0,8.21678464182014e-06,2.07507990388438e-06,17,6
"2132",3435,4,2019-08-11,"EMC II LM-AER",16.33333333,12.38461538,0.041920268,0.456838312487108,1.55e-09,6.43e-09,1.62e-09,3.63e-09,4.18e-09,1.21e-09,3.94e-09,9.82e-10,330.01058892397,166.095220016965,770.235443013325,202.976689977428,101388.95967128,101064.953554908,101579.481259379,173.407711654381,279.092802501856,276.755011540054,283.213445985366,2.0518214327063,283.945668201099,278.820999623337,290.292246193109,4.0658386561786,-3.46020621890002,-4.22930899863556,-2.78105679041548,0.382218200179795,0.876516331175656,-0.924235412600313,2.22602230552108,0.98452686453109,0,0,0,0,17,7
"2133",3436,4,2019-08-12,"EMC II LM-AER",12,4.833333333,0.08796037,0.456838312487108,1.3e-09,6.27e-09,1.51e-09,3.06e-09,2.34e-09,7.46e-10,5.7e-09,1.01e-09,584.831292931355,97.5556580971387,1473.02069251639,514.60749583603,101689.480012694,101245.590083166,102472.55919487,377.842219934475,278.521409609524,275.481040209642,282.795984084178,2.33276367745124,282.693312236993,280.03039348965,285.407051538233,1.82110637780886,2.96511614393895,-2.62064504389526,7.52037022303728,3.76632756758041,2.67325122435632,0.690707314073465,4.53713700465735,1.20410154022159,5.91022109410622e-07,0,9.67953374810037e-06,2.06859290935509e-06,17,1
"2134",3437,4,2019-08-13,"EMC II LM-AER",8.909090909,5.833333333,0.044634654,0.456838312487108,6.97e-10,3.87e-09,8.97e-10,1.41e-09,1.16e-09,7.47e-10,1.4e-08,2.64e-09,803.801539172574,172.310745960527,1578.09095114606,473.142075737364,103070.170536761,102569.52703692,103340.773343557,247.700647900253,272.868523301964,271.327081721172,275.286610353186,1.14393213177982,278.626736085107,273.958192643686,282.908331863341,2.94415563586856,3.52357847810116,1.36091363857524,4.74474362614274,0.877154489394709,1.70083668671193,-0.0621200121521097,3.07859139918002,0.911168565017348,2.6567731804111e-09,0,1.94293726595657e-08,5.828241208562e-09,17,2
"2138",3443,4,2019-08-20,"EMC II LM-AER",11.83333333,10.30769231,0.113761806,0.456838312487108,7.33e-10,2.13e-09,5.3e-10,1.63e-09,3.17e-09,7.3e-10,1.51e-08,2.89e-09,493.642197939847,88.1977402256637,1217.84693103603,417.27097141822,102829.644851001,102714.24021313,102974.992549781,68.7080135661237,274.252468055874,272.852354144388,275.651847545795,0.790549220606257,280.053960936112,276.684304042057,283.792587860151,2.35948221747544,0.847050095143732,-0.41869727857525,1.85015086686616,0.652029564049597,-1.59260544217414,-2.53798384909691,-0.891206846396696,0.485840428093126,2.91195682135079e-06,0,2.86907042086752e-05,7.59546826257784e-06,17,2
"2139",3445,4,2019-08-22,"EMC II LM-AER",27.20833333,18.84615385,0.091043647,0.456838312487108,7.34e-10,1.75e-09,4.34e-10,1.8e-09,3.49e-09,2.71e-09,8.32e-09,2.1e-09,318.547038621116,41.9622609593999,943.522847840638,288.985522681751,102559.603796158,102394.440029266,102773.969642366,113.557483226085,279.434936486519,277.936384746652,280.415921354141,0.683348103264767,283.115084461259,280.187662904151,288.83235308792,3.39070375018652,-0.411538119472857,-1.89021494640659,0.600265865077812,0.684279000779515,-1.59393818471891,-4.11642013367125,0.149473182213756,1.35662629325887,4.31907426952684e-08,0,8.172976008908e-07,1.70840410875507e-07,17,4
"2140",3446,4,2019-08-23,"EMC II LM-AER",64.70833333,43.30769231,0.141044056,0.456838312487108,2.2e-09,5.18e-09,1.17e-09,4.88e-09,1.13e-08,2.15e-09,6.11e-09,1.57e-09,255.194200325252,30.3927981737545,916.167238701346,322.31242143811,102344.978095918,102047.206435946,102554.080122528,167.068486773229,278.248610193495,275.403498177355,281.072178121534,1.73399589932903,282.816187631951,276.224867326785,290.696756834468,5.5836281817862,-1.7679859167521,-2.48366683120016,-0.967909276932132,0.43778455584304,0.0350195505538677,-2.28605813957703,1.67159753657433,1.41751175261965,1.47188013014026e-11,0,3.53251231233662e-10,7.21071056276987e-11,17,5
"2141",3449,4,2019-08-26,"EMC II LM-AER",38,28.15384615,0.362369146,0.456838312487108,1.84e-09,9.52e-09,1.9e-09,6.81e-09,6.19e-09,1.6e-09,2.28e-09,5.92e-10,282.767291579392,36.4233047134985,1053.86021867703,338.511704954194,101539.262269344,101370.280241471,101670.06981546,82.3592191999188,285.861966984718,283.206429185567,288.463737202041,1.96121547236398,288.806977020114,283.476454124614,295.115469583163,4.21482575212392,-1.20904341591028,-2.36898491990097,0.0418534827804657,0.62671941037856,-0.0926683533502275,-2.3198957483432,2.53056807480792,1.52664938307815,2.09592800451301e-06,0,1.87124949287947e-05,4.58246718808004e-06,17,1
"2142",3450,4,2019-08-27,"EMC II LM-AER",40.625,27.69230769,0.181174919,0.456838312487108,1.71e-09,2.08e-08,5.46e-09,6.71e-09,8.44e-09,2.99e-09,6.66e-09,1.85e-09,283.212137993954,40.5763795035136,890.086113235298,302.057480419811,101878.848545241,101621.593389093,102161.170438806,172.652591923128,287.345428095062,284.838404324333,289.089335171808,1.34662811236921,290.185268550067,285.131595967481,296.351611510425,4.00656954651402,-2.3441454154307,-3.62930239591692,-0.611729538286909,0.757151516693282,-1.23796396819674,-3.53072899821525,0.765302966939345,1.28111304625935,2.81512017154579e-06,0,3.48840194172097e-05,8.36612180111516e-06,17,2
"2143",3454,4,2019-08-31,"EMC II LM-AER",19.72727273,4.909090909,0.06320354,0.456838312487108,1.26e-09,1.04e-08,2.71e-09,3.14e-09,2.51e-09,7.34e-10,5.09e-09,1.24e-09,596.199354681184,28.4714160330468,2263.02916198801,857.320069699076,101632.031804602,101498.560380433,101809.848271716,89.1490246041143,276.696022404941,274.280933556856,279.022918864869,1.60257342753735,283.539189643996,278.695447440779,290.582281629361,4.65070355915386,0.840594424610689,-1.04248287913756,3.09030189434352,1.17993876436144,2.07677415799739,0.445565794462401,3.91251451971711,0.91532514062096,0,0,0,0,17,6
"2144",3455,4,2019-09-01,"EMC II LM-AER",15.47826087,4,0.047940575,0.483530957769105,1.04e-09,1.18e-08,2.83e-09,2.69e-09,1.57e-09,8.39e-10,7.28e-09,1.59e-09,593.307255125088,42.2686392042807,1771.0125126708,666.433870740887,101758.017375219,101634.204537366,101968.357123161,109.783195187516,273.028995043266,270.479043449882,276.329416101822,1.56372648468041,281.518622091437,278.143934059997,286.063531807202,3.02824657659339,1.83476731539121,-1.20074704701764,4.81374705122498,2.06127129664648,2.79585136437998,1.22226895560057,4.11339009556417,0.751574402935166,0,0,0,0,17,7
"2145",3457,4,2019-09-03,"EMC II LM-AER",6.416666667,5.769230769,0.047257329,0.483530957769105,7.69e-10,1.55e-08,3.91e-09,1.64e-09,1.25e-09,5.55e-10,2.01e-08,3.47e-09,724.93113574604,142.164211714591,1824.14656767127,622.294732936923,102106.038978043,101853.605572163,102273.938712417,122.841246290117,270.923996998869,268.956027086665,273.275545483788,1.15556806013523,279.157049433685,273.425674046427,285.403312720025,4.18425602882922,1.66020651450425,-0.256605513258385,3.20623921967851,1.04430690433374,3.23709733688786,1.68464980648069,5.65739897439867,1.2249900346629,0,0,0,0,17,2
"2146",3458,4,2019-09-04,"EMC II LM-AER",8.333333333,6.846153846,0.094852931,0.483530957769105,8.05e-10,9.03e-09,2.32e-09,2.04e-09,1.43e-09,4.32e-10,3.02e-08,5.12e-09,676.814291036571,140.118210710605,1730.33575469137,627.754780965312,102573.037624182,102045.087403818,102912.44541285,276.590203224358,270.837927989712,267.720941564528,273.89373464571,1.76161419420293,279.379858932675,274.087349327241,284.692196345979,3.66639873570496,2.57127291121793,-0.246795623842353,3.99931819102455,1.32343128727579,1.41266032922877,-1.56821575745173,3.6238316386805,1.41547867086267,0,0,0,0,17,3
"2147",3459,4,2019-09-05,"EMC II LM-AER",12,10.30769231,0.109944228,0.483530957769105,4.51e-10,1.26e-09,3.5e-10,9.57e-10,2.24e-09,6.98e-10,2.4e-08,3.93e-09,604.381009247175,125.132743745166,1260.18835561095,457.426810148639,102929.969492858,102570.832718901,103111.514351056,177.054313557642,274.169797427341,272.610536696903,276.449882547322,1.09414444085368,280.34244376488,277.296662103862,284.111062762732,2.42605693654949,0.403488455879881,-1.71115952369214,1.92716939828285,1.22115283012811,-3.69644575155641,-5.36981097834911,-1.80569499999478,1.35806703922773,7.79089492815672e-07,0,1.18664481622596e-05,2.67771876287509e-06,17,4
"2148",3462,4,2019-09-08,"EMC II LM-AER",9.181818182,5.454545455,0.164405973,0.483530957769105,8.72e-10,2.53e-09,6.34e-10,1.79e-09,2.16e-09,5.95e-10,3.95e-09,1.21e-09,260.334606455933,73.3330744910555,613.916240970372,200.396930061461,101148.323774696,100913.433084693,101365.993258949,144.036260708085,283.855468609278,282.529509961781,284.910297073183,0.712594009320137,285.871654111509,282.76225974014,290.039221715343,2.27665093704257,1.52051513641635,-0.001283988934156,3.73044143042658,0.878580527182838,0.249798520021524,-1.78727097345258,1.84588225598516,0.957484280205323,1.88778591058375e-06,0,2.27799318682276e-05,5.54214507998197e-06,17,7
"2149",3466,4,2019-09-12,"EMC II LM-AER",9.772727273,5.181818182,0.036563071,0.483530957769105,1.18e-09,4.82e-09,1.26e-09,3.05e-09,1.99e-09,1.42e-09,3.16e-09,8.46e-10,506.415799651869,77.2663221011787,1479.21423250518,458.151599635978,101784.128820234,101521.195851251,101975.210823641,117.619211995269,279.175024033106,276.257895627195,281.907613672169,1.7417258559455,284.806145292776,278.744441079116,290.866088990723,3.93092974658726,0.868580125445895,-2.27723447683361,2.93483988224672,1.56667720648918,2.12758375834028,0.461234257935436,3.52266667990003,0.849024034379035,1.31430600670494e-06,0,1.83145816889358e-05,3.99191972429676e-06,17,4
"2150",3468,4,2019-09-14,"EMC II LM-AER",17.33333333,9.307692308,0.048524122,0.483530957769105,7.83e-10,7.95e-09,2.23e-09,2.76e-09,4.45e-09,2.5e-09,1.13e-08,2.89e-09,445.403718967389,171.418729848529,1187.94371065915,355.195863220193,101460.882154943,100844.791559074,101934.508172445,368.208095799341,282.567187390237,281.311866722255,283.54657683571,0.628342369001858,286.87532239139,282.931001007183,292.646567928907,3.70105366349616,-2.15983168606721,-3.56038267633877,-0.476229559749902,1.04023144452091,-2.48238445811582,-3.62537269980308,-0.951878710181616,0.746089425762297,5.16242226557553e-09,0,8.25987562492085e-08,1.85197646241036e-08,17,6
"2151",3469,4,2019-09-15,"EMC II LM-AER",20.625,16.92307692,0.233459499,0.483530957769105,1.18e-09,5.77e-09,1.72e-09,4.15e-09,5.57e-09,1.71e-09,3.05e-09,9.45e-10,376.754095586829,42.8510416330679,1201.40586222798,395.739140816569,100685.055813945,100383.52793975,100945.463802637,153.7235002682,285.014006460834,283.192290545143,286.75949486124,1.25528207210067,288.57100617316,283.508927422654,294.842830773993,3.98651030967281,-1.18270240938643,-2.57583764087928,3.61485724229923,1.56356150014318,-0.566757620666539,-2.58247256144927,0.825319218082027,0.984801941984194,8.6077992593185e-10,0,2.06587182223644e-08,4.21694319872746e-09,17,7
"2152",3470,4,2019-09-16,"EMC II LM-AER",7.8,4.727272727,0.056333161,0.483530957769105,8.55e-10,9.91e-09,2.38e-09,2.94e-09,1.57e-09,7.79e-10,3.3e-09,7.26e-10,771.593356529679,110.937673567036,1877.84260221172,544.433880017479,101458.540169189,100936.756338122,101810.963411451,259.0396709773,279.655663290257,273.561225976356,285.442406191014,4.17848992717936,288.125891600016,285.28143077653,291.878723881455,2.31969016943947,3.51714925584591,1.01721150932538,5.25374159010306,1.27939985451769,0.298232361235475,-2.21578349391346,2.65314177193155,1.5001552047901,2.36117160597046e-06,0,1.44356577594948e-05,4.56671402423653e-06,17,1
"2153",3471,4,2019-09-17,"EMC II LM-AER",7.708333333,5.846153846,0.064069905,0.483530957769105,1.2e-09,9.38e-09,2.3e-09,3.69e-09,2.01e-09,6.94e-10,3.4e-09,7.02e-10,470.109079608205,72.8890387179622,1706.96054805263,565.901436405851,101104.005757304,100367.080071704,101768.063509811,502.709997302145,274.041465657059,270.886220740177,277.185450496228,1.73468600477359,286.21081026992,277.778215934286,296.17991440781,7.00320377559391,-1.57406945250106,-3.42192700526521,1.22957685694302,1.36417738071135,3.28613062422823,1.99052048522846,5.6376960164002,1.12911413241299,0,0,0,0,17,2
